"","X","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"439",439,"9nseM",14,2012953,1,24,-1,0,0.807,-1,0.858,1
"440",440,"9nseM",15,2016822,1,43,-1,0,0.827,-1,0.861,1
"441",441,"9nseM",16,2020526,1,13,-1,0,0.671,-1,0.751,1
"442",442,"9nseM",17,2024608,1,16,1,142,1.052,1,0.679,1
"443",443,"9nseM",18,2028550,1,5,-1,0,0.924,-1,0.681,1
"444",444,"9nseM",19,2032298,1,3,1,160,0.712,1,0.708,1
"445",445,"9nseM",2,1947456,1,24,-1,0,1.189,1,0.478,0
"446",446,"9nseM",20,2036035,1,18,-1,0,0.722,-1,0.791,1
"447",447,"9nseM",21,2040342,1,18,-1,0,1.245,-1,0.559,1
"448",448,"9nseM",22,2044642,1,5,-1,0,1.25,-1,0.697,1
"449",449,"9nseM",23,2048674,1,16,1,142,0.994,1,0.586,1
"450",450,"9nseM",24,2056889,2,24,-1,0,1.032,-1,0.62,1
"451",451,"9nseM",25,2060802,2,16,1,142,0.873,1,0.604,1
"452",452,"9nseM",26,2064950,2,13,-1,0,1.125,-1,0.741,1
"453",453,"9nseM",27,2068931,2,15,-1,0,0.876,-1,0.639,1
"454",454,"9nseM",28,2072670,2,20,1,150,0.725,1,0.632,1
"455",455,"9nseM",29,2076703,2,13,-1,0,1.004,-1,0.59,1
"456",456,"9nseM",3,1968038,1,13,-1,0,17.546,-1,0.818,1
"457",457,"9nseM",30,2080427,2,23,1,157,0.685,1,0.614,1
"458",458,"9nseM",31,2084277,2,44,1,141,0.829,1,0.561,1
"459",459,"9nseM",32,2088276,2,11,1,160,0.952,1,1,1
"460",460,"9nseM",33,2092229,2,43,-1,0,0.903,-1,0.954,1
"461",461,"9nseM",34,2096000,2,23,1,157,0.756,1,0.527,1
"462",462,"9nseM",35,2100028,2,43,-1,0,0.999,-1,0.42,1
"463",463,"9nseM",36,2103945,2,20,1,150,0.887,1,0.364,1
"464",464,"9nseM",37,2107939,2,3,1,160,0.967,1,0.46,1
"465",465,"9nseM",38,2111838,2,44,1,141,0.869,-1,0.576,0
"466",466,"9nseM",39,2115704,2,3,1,160,0.842,1,0.588,1
"467",467,"9nseM",4,1972066,1,11,1,160,0.999,1,0.753,1
"468",468,"9nseM",40,2119906,2,5,-1,0,1.171,-1,0.761,1
"469",469,"9nseM",41,2123907,2,18,-1,0,0.954,-1,0.57,1
"470",470,"9nseM",42,2127850,2,18,-1,0,0.898,-1,0.415,1
"471",471,"9nseM",43,2132142,2,11,1,160,1.259,1,0.433,1
"472",472,"9nseM",44,2135841,2,16,1,142,0.655,1,0.437,1
"473",473,"9nseM",45,2139827,2,24,-1,0,0.952,-1,0.488,1
"474",474,"9nseM",46,2143951,2,15,-1,0,1.076,-1,0.406,1
"475",475,"9nseM",47,2147766,2,5,-1,0,0.796,-1,0.374,1
"476",476,"9nseM",48,2153883,3,3,1,160,1.107,1,0.238,1
"477",477,"9nseM",49,2157763,3,18,-1,0,0.846,-1,0.288,1
"478",478,"9nseM",5,1976040,1,43,-1,0,0.934,-1,0.816,1
"479",479,"9nseM",50,2161639,3,13,-1,0,0.852,-1,0.31,1
"480",480,"9nseM",51,2165337,3,44,1,141,0.648,1,0.595,1
"481",481,"9nseM",52,2169155,3,20,1,150,0.781,1,0.425,1
"482",482,"9nseM",53,2172915,3,5,-1,0,0.716,-1,0.628,1
"483",483,"9nseM",54,2176880,3,15,-1,0,0.934,-1,0.334,1
"484",484,"9nseM",55,2180672,3,16,1,142,0.751,1,0.213,1
"485",485,"9nseM",56,2184565,3,3,1,160,0.86,1,0.322,1
"486",486,"9nseM",57,2188553,3,44,1,141,0.949,1,0.334,1
"487",487,"9nseM",58,2192530,3,24,-1,0,0.95,-1,0.295,1
"488",488,"9nseM",59,2196331,3,18,-1,0,0.771,-1,0.384,1
"489",489,"9nseM",6,1979953,1,20,1,150,0.873,1,0.762,1
"490",490,"9nseM",60,2200030,3,20,1,150,0.684,1,0.27,1
"491",491,"9nseM",61,2203967,3,13,-1,0,0.875,-1,0.311,1
"492",492,"9nseM",62,2207575,3,43,-1,0,0.55,-1,0.543,1
"493",493,"9nseM",63,2211323,3,16,1,142,0.698,1,0.244,1
"494",494,"9nseM",64,2215244,3,43,-1,0,0.875,-1,0.471,1
"495",495,"9nseM",65,2218901,3,11,1,160,0.607,1,0.391,1
"496",496,"9nseM",66,2222717,3,24,-1,0,0.794,-1,0.527,1
"497",497,"9nseM",67,2226462,3,15,-1,0,0.702,-1,0.517,1
"498",498,"9nseM",68,2230372,3,5,-1,0,0.879,-1,0.404,1
"499",499,"9nseM",69,2234184,3,11,1,160,0.756,1,0.241,1
"500",500,"9nseM",7,1983860,1,11,1,160,0.872,1,0.854,1
"501",501,"9nseM",70,2238029,3,23,1,157,0.821,1,0.333,1
"502",502,"9nseM",71,2241858,3,23,1,157,0.796,1,0.262,1
"503",503,"9nseM",8,1987821,1,15,-1,0,0.935,-1,0.832,1
"504",504,"9nseM",9,1991797,1,3,1,160,0.951,1,0.776,1
"505",505,"aDc5y",0,3146029,1,12,-1,0,1.653,-1,0.893,1
"506",506,"aDc5y",1,3150134,1,46,-1,0,1.085,-1,0.708,1
"507",507,"aDc5y",10,3184760,1,46,-1,0,0.714,-1,0.846,1
"508",508,"aDc5y",11,3188907,1,41,-1,0,1.075,-1,0.805,1
"509",509,"aDc5y",12,3192507,1,11,-1,0,0.58,-1,0.796,1
"510",510,"aDc5y",13,3196127,1,1,1,155,0.6,1,0.849,1
"511",511,"aDc5y",14,3200165,1,49,1,147,1.023,1,0.869,1
"512",512,"aDc5y",15,3203946,1,45,1,154,0.764,1,0.726,1
"513",513,"aDc5y",16,3207522,1,1,1,155,0.556,1,0.67,1
"514",514,"aDc5y",17,3211147,1,44,-1,0,0.606,-1,0.789,1
"515",515,"aDc5y",18,3214842,1,4,1,155,0.677,1,0.679,1
"516",516,"aDc5y",19,3219018,1,12,-1,0,1.083,-1,0.678,1
"517",517,"aDc5y",2,3154077,1,14,1,151,0.926,1,0.677,1
"518",518,"aDc5y",20,3223090,1,27,1,150,1.052,1,0.605,1
"519",519,"aDc5y",21,3226820,1,49,1,147,0.709,1,0.605,1
"520",520,"aDc5y",22,3230442,1,11,-1,0,0.603,-1,0.781,1
"521",521,"aDc5y",23,3234384,1,41,-1,0,0.922,-1,0.359,1
"522",522,"aDc5y",24,3241212,2,45,1,154,1.301,1,0.556,1
"523",523,"aDc5y",25,3245063,2,4,1,155,0.807,1,0.617,1
"524",524,"aDc5y",26,3248795,2,12,-1,0,0.716,-1,0.56,1
"525",525,"aDc5y",27,3252530,2,4,1,155,0.694,-1,0.717,0
"526",526,"aDc5y",28,3256186,2,46,-1,0,0.635,-1,0.63,1
"527",527,"aDc5y",29,3259977,2,41,-1,0,0.77,-1,0.623,1
"528",528,"aDc5y",3,3157757,1,35,-1,0,0.645,-1,0.885,1
"529",529,"aDc5y",30,3263780,2,44,-1,0,0.789,-1,0.588,1
"530",530,"aDc5y",31,3267624,2,35,-1,0,0.825,-1,0.639,1
"531",531,"aDc5y",32,3271521,2,45,1,154,0.883,1,0.534,1
"532",532,"aDc5y",33,3275226,2,27,1,150,0.684,1,0.914,1
"533",533,"aDc5y",34,3278857,2,12,-1,0,0.611,-1,0.727,1
"534",534,"aDc5y",35,3282944,2,35,-1,0,0.834,-1,0.759,1
"535",535,"aDc5y",36,3286934,2,44,-1,0,0.975,-1,0.873,1
"536",536,"aDc5y",37,3290546,2,49,1,147,0.56,1,0.692,1
"537",537,"aDc5y",38,3294112,2,41,-1,0,0.546,-1,0.726,1
"538",538,"aDc5y",39,3297696,2,14,1,151,0.57,1,0.67,1
"539",539,"aDc5y",4,3161660,1,35,-1,0,0.884,-1,0.632,1
"540",540,"aDc5y",40,3301288,2,11,-1,0,0.578,-1,0.686,1
"541",541,"aDc5y",41,3304882,2,14,1,151,0.58,1,0.556,1
"542",542,"aDc5y",42,3308520,2,11,-1,0,0.617,-1,1.542,1
"543",543,"aDc5y",43,3312592,2,49,1,147,0.801,1,1.038,1
"544",544,"aDc5y",44,3316542,2,27,1,150,0.935,1,0.504,1
"545",545,"aDc5y",45,3320232,2,1,1,155,0.673,1,0.79,1
"546",546,"aDc5y",46,3324120,2,46,-1,0,0.818,-1,0.557,1
"547",547,"aDc5y",47,3328090,2,1,1,155,0.956,1,0.314,1
"548",548,"aDc5y",48,3334385,3,46,-1,0,0.866,-1,0.285,1
"549",549,"aDc5y",49,3338183,3,12,-1,0,0.786,-1,0.438,1
"550",550,"aDc5y",5,3165692,1,44,-1,0,1.013,-1,1.024,1
"551",551,"aDc5y",50,3341983,3,27,1,150,0.601,1,0.527,1
"552",552,"aDc5y",51,3345583,3,1,1,155,0.585,1,0.727,1
"553",553,"aDc5y",52,3349409,3,45,1,154,0.81,1,0.53,1
"554",554,"aDc5y",53,3353354,3,12,-1,0,0.924,-1,0.644,1
"555",555,"aDc5y",54,3357353,3,27,1,150,0.979,1,0.74,1
"556",556,"aDc5y",55,3360967,3,14,1,151,0.593,1,0.693,1
"557",557,"aDc5y",56,3364872,3,4,1,155,0.793,1,0.565,1
"558",558,"aDc5y",57,3368502,3,11,-1,0,0.615,-1,0.56,1
"559",559,"aDc5y",58,3372231,3,35,-1,0,0.704,-1,0.678,1
"560",560,"aDc5y",59,3376023,3,41,-1,0,0.637,-1,0.581,1
"561",561,"aDc5y",6,3169724,1,14,1,151,0.99,1,0.627,1
"562",562,"aDc5y",60,3379367,3,49,1,147,0.329,1,1.005,1
"563",563,"aDc5y",61,3382958,3,44,-1,0,0.56,-1,0.75,1
"564",564,"aDc5y",62,3386622,3,14,1,151,0.647,1,0.718,1
"565",565,"aDc5y",63,3390249,3,41,-1,0,0.611,-1,0.9,1
"566",566,"aDc5y",64,3394174,3,11,-1,0,0.735,-1,0.614,1
"567",567,"aDc5y",65,3397781,3,46,-1,0,0.589,-1,0.591,1
"568",568,"aDc5y",66,3401398,3,49,1,147,0.599,1,0.549,1
"569",569,"aDc5y",67,3405022,3,45,1,154,0.592,1,0.749,1
"570",570,"aDc5y",68,3409110,3,1,1,155,1,1,0.853,1
"571",571,"aDc5y",69,3412879,3,35,-1,0,0.754,-1,0.605,1
"572",572,"aDc5y",7,3173436,1,27,1,150,0.691,1,0.919,1
"573",573,"aDc5y",70,3416589,3,44,-1,0,0.694,-1,0.922,1
"574",574,"aDc5y",71,3420309,3,4,1,155,0.703,1,0.694,1
"575",575,"aDc5y",8,3177268,1,4,1,155,0.813,1,0.828,1
"576",576,"aDc5y",9,3180866,1,45,1,154,0.581,1,0.784,1
"577",577,"AxP3Q",0,761759,1,9,1,151,1.055,-1,0.969,0
"578",578,"AxP3Q",1,765524,1,39,-1,0,0.735,1,1.456,0
"579",579,"AxP3Q",10,807353,1,7,-1,0,1.298,-1,0.015,1
"580",580,"AxP3Q",11,811191,1,1,1,150,0.787,NA,NA,NA
"581",581,"AxP3Q",12,818993,1,35,1,157,3.246,NA,NA,NA
"582",582,"AxP3Q",13,824177,1,25,1,146,0.632,NA,NA,NA
"583",583,"AxP3Q",14,831680,1,39,-1,0,2.956,-1,0.204,1
"584",584,"AxP3Q",15,835870,1,9,1,151,1.168,NA,NA,NA
"585",585,"AxP3Q",16,841284,1,23,1,147,0.755,1,0.024,1
"586",586,"AxP3Q",17,845967,1,28,-1,0,1.63,NA,NA,NA
"587",587,"AxP3Q",18,851589,1,28,-1,0,1.057,NA,NA,NA
"588",588,"AxP3Q",19,856181,1,7,-1,0,0.039,-1,0.021,1
"589",589,"AxP3Q",2,770980,1,8,1,146,2.418,NA,NA,NA
"590",590,"AxP3Q",20,860313,1,12,-1,0,1.097,1,0.034,0
"591",591,"AxP3Q",21,864405,1,25,1,146,1.046,-1,0.001,0
"592",592,"AxP3Q",22,868681,1,12,-1,0,1.235,1,0.056,0
"593",593,"AxP3Q",23,872686,1,44,-1,0,0.952,-1,0.052,1
"594",594,"AxP3Q",24,878811,2,28,-1,0,0.984,NA,NA,NA
"595",595,"AxP3Q",25,883471,2,25,1,146,0.096,1,0.036,1
"596",596,"AxP3Q",26,886633,2,28,-1,0,0.104,1,0.036,0
"597",597,"AxP3Q",27,889825,2,25,1,146,0.145,-1,0.054,0
"598",598,"AxP3Q",28,895523,2,42,-1,0,2.647,1,0.314,0
"599",599,"AxP3Q",29,898683,2,44,-1,0,0.129,-1,0.103,1
"600",600,"AxP3Q",3,775661,1,8,1,146,0.122,-1,0.025,0
"601",601,"AxP3Q",30,901908,2,8,1,146,0.181,1,0.219,1
"602",602,"AxP3Q",31,905080,2,9,1,151,0.12,1,0.15,1
"603",603,"AxP3Q",32,909950,2,12,-1,0,1.821,1,0.053,0
"604",604,"AxP3Q",33,913201,2,39,-1,0,0.144,1,0.146,0
"605",605,"AxP3Q",34,916442,2,42,-1,0,0.187,-1,0.025,1
"606",606,"AxP3Q",35,919721,2,23,1,147,0.246,1,0.205,1
"607",607,"AxP3Q",36,923297,2,12,-1,0,0.538,-1,0.227,1
"608",608,"AxP3Q",37,926484,2,9,1,151,0.044,-1,0.194,0
"609",609,"AxP3Q",38,929679,2,8,1,146,0.014,1,0.072,1
"610",610,"AxP3Q",39,932830,2,39,-1,0,0.123,-1,0.244,1
"611",611,"AxP3Q",4,778829,1,42,-1,0,0.118,-1,0.155,1
"612",612,"AxP3Q",40,936645,2,7,-1,0,0.757,1,0.261,0
"613",613,"AxP3Q",41,940880,2,7,-1,0,1.194,1,0.462,0
"614",614,"AxP3Q",42,946253,2,1,1,150,2.338,-1,0.11,0
"615",615,"AxP3Q",43,950236,2,35,1,157,0.918,NA,NA,NA
"616",616,"AxP3Q",44,955699,2,35,1,157,0.904,NA,NA,NA
"617",617,"AxP3Q",45,960771,2,23,1,147,0.488,NA,NA,NA
"618",618,"AxP3Q",46,965527,2,1,1,150,0.19,NA,NA,NA
"619",619,"AxP3Q",47,970621,2,44,-1,0,0.538,NA,NA,NA
"620",620,"AxP3Q",48,978383,3,44,-1,0,0.686,NA,NA,NA
"621",621,"AxP3Q",49,983841,3,1,1,150,0.897,NA,NA,NA
"622",622,"AxP3Q",5,782788,1,35,1,157,0.9,NA,NA,NA
"623",623,"AxP3Q",50,989273,3,23,1,147,0.717,NA,NA,NA
"624",624,"AxP3Q",51,994561,3,8,1,146,0.72,NA,NA,NA
"625",625,"AxP3Q",52,999232,3,9,1,151,0.109,NA,NA,NA
"626",626,"AxP3Q",53,1004554,3,44,-1,0,0.772,NA,NA,NA
"627",627,"AxP3Q",54,1010597,3,42,-1,0,1.508,NA,NA,NA
"628",628,"AxP3Q",55,1016187,3,25,1,146,1.066,NA,NA,NA
"629",629,"AxP3Q",56,1021632,3,28,-1,0,0.891,NA,NA,NA
"630",630,"AxP3Q",57,1026402,3,8,1,146,0.214,NA,NA,NA
"631",631,"AxP3Q",58,1031819,3,25,1,146,0.792,NA,NA,NA
"632",632,"AxP3Q",59,1037212,3,1,1,150,0.832,NA,NA,NA
"633",633,"AxP3Q",6,787891,1,1,1,150,0.554,NA,NA,NA
"634",634,"AxP3Q",60,1042524,3,28,-1,0,0.767,NA,NA,NA
"635",635,"AxP3Q",61,1047974,3,9,1,151,0.887,NA,NA,NA
"636",636,"AxP3Q",62,1053236,3,39,-1,0,0.709,NA,NA,NA
"637",637,"AxP3Q",63,1059214,3,7,-1,0,1.423,NA,NA,NA
"638",638,"AxP3Q",64,1064831,3,39,-1,0,1.05,NA,NA,NA
"639",639,"AxP3Q",65,1070394,3,7,-1,0,1.021,NA,NA,NA
"640",640,"AxP3Q",66,1150373,3,42,-1,0,75.409,NA,NA,NA
"641",641,"AxP3Q",67,1156103,3,12,-1,0,1.172,NA,NA,NA
"642",642,"AxP3Q",68,1162229,3,35,1,157,1.536,NA,NA,NA
"643",643,"AxP3Q",69,1167833,3,35,1,157,1.043,NA,NA,NA
"644",644,"AxP3Q",7,793064,1,44,-1,0,0.561,NA,NA,NA
"645",645,"AxP3Q",70,1173566,3,23,1,147,1.184,NA,NA,NA
"646",646,"AxP3Q",71,1178459,3,12,-1,0,0.333,NA,NA,NA
"647",647,"AxP3Q",8,798574,1,23,1,147,0.961,-1,0.029,0
"648",648,"AxP3Q",9,803008,1,42,-1,0,1.405,1,0.041,0
"649",649,"BAPFD",0,1276497,1,45,-1,0,6.626,NA,NA,NA
"650",650,"BAPFD",1,1283044,1,34,-1,0,1.92,NA,NA,NA
"651",651,"BAPFD",10,1334905,1,41,1,147,1.972,NA,NA,NA
"652",652,"BAPFD",11,1340944,1,44,-1,0,1.48,-1,0.016,1
"653",653,"BAPFD",12,1345153,1,12,1,150,1.175,1,0.035,1
"654",654,"BAPFD",13,1349152,1,41,1,147,0.981,NA,NA,NA
"655",655,"BAPFD",14,1355137,1,40,-1,0,1.423,NA,NA,NA
"656",656,"BAPFD",15,1360390,1,6,1,144,0.642,NA,NA,NA
"657",657,"BAPFD",16,1366535,1,27,1,153,1.596,NA,NA,NA
"658",658,"BAPFD",17,1372150,1,34,-1,0,0.851,NA,NA,NA
"659",659,"BAPFD",18,1377728,1,27,1,153,1.048,NA,NA,NA
"660",660,"BAPFD",19,1382630,1,1,1,158,0.278,1,0.024,1
"661",661,"BAPFD",2,1289496,1,1,1,158,1.909,NA,NA,NA
"662",662,"BAPFD",20,1387081,1,12,1,150,1.179,NA,NA,NA
"663",663,"BAPFD",21,1392495,1,4,-1,0,0.879,NA,NA,NA
"664",664,"BAPFD",22,1397910,1,4,-1,0,0.611,NA,NA,NA
"665",665,"BAPFD",23,1403187,1,28,-1,0,0.671,NA,NA,NA
"666",666,"BAPFD",24,1414216,2,6,1,144,1.127,-1,0.008,0
"667",667,"BAPFD",25,1418031,2,40,-1,0,0.799,NA,NA,NA
"668",668,"BAPFD",26,1423263,2,44,-1,0,0.7,NA,NA,NA
"669",669,"BAPFD",27,1428487,2,41,1,147,0.646,-1,0,0
"670",670,"BAPFD",28,1432274,2,14,1,146,0.765,NA,NA,NA
"671",671,"BAPFD",29,1437991,2,4,-1,0,0.864,NA,NA,NA
"672",672,"BAPFD",3,1295944,1,14,1,146,1.86,NA,NA,NA
"673",673,"BAPFD",30,1443448,2,6,1,144,0.862,NA,NA,NA
"674",674,"BAPFD",31,1448842,2,4,-1,0,0.713,NA,NA,NA
"675",675,"BAPFD",32,1454161,2,14,1,146,0.744,NA,NA,NA
"676",676,"BAPFD",33,1459630,2,34,-1,0,0.946,NA,NA,NA
"677",677,"BAPFD",34,1464793,2,44,-1,0,0.63,NA,NA,NA
"678",678,"BAPFD",35,1470058,2,27,1,153,0.71,NA,NA,NA
"679",679,"BAPFD",36,1475691,2,12,1,150,1.091,NA,NA,NA
"680",680,"BAPFD",37,1481030,2,45,-1,0,0.821,1,0,0
"681",681,"BAPFD",38,1485411,2,12,1,150,1.346,NA,NA,NA
"682",682,"BAPFD",39,1490735,2,45,-1,0,0.798,1,0,0
"683",683,"BAPFD",4,1301578,1,14,1,146,1.083,NA,NA,NA
"684",684,"BAPFD",40,1494853,2,40,-1,0,1.102,NA,NA,NA
"685",685,"BAPFD",41,1500100,2,34,-1,0,0.724,NA,NA,NA
"686",686,"BAPFD",42,1505319,2,1,1,158,0.702,NA,NA,NA
"687",687,"BAPFD",43,1510956,2,28,-1,0,1.05,NA,NA,NA
"688",688,"BAPFD",44,1516336,2,27,1,153,0.839,NA,NA,NA
"689",689,"BAPFD",45,1521766,2,1,1,158,0.855,NA,NA,NA
"690",690,"BAPFD",46,1527559,2,28,-1,0,1.263,NA,NA,NA
"691",691,"BAPFD",47,1533220,2,41,1,147,1.084,NA,NA,NA
"692",692,"BAPFD",48,1541227,3,45,-1,0,1.107,1,1.768,0
"693",693,"BAPFD",49,1545607,3,12,1,150,1.324,NA,NA,NA
"694",694,"BAPFD",5,1307777,1,45,-1,0,1.646,1,0.025,0
"695",695,"BAPFD",50,1551480,3,45,-1,0,1.35,NA,NA,NA
"696",696,"BAPFD",51,1557126,3,44,-1,0,1.113,NA,NA,NA
"697",697,"BAPFD",52,1562904,3,12,1,150,1.255,NA,NA,NA
"698",698,"BAPFD",53,1568906,3,40,-1,0,1.396,NA,NA,NA
"699",699,"BAPFD",54,1574901,3,28,-1,0,1.321,NA,NA,NA
"700",700,"BAPFD",55,1580720,3,6,1,144,1.294,NA,NA,NA
"701",701,"BAPFD",56,1586376,3,6,1,144,1.115,1,0.001,1
"702",702,"BAPFD",57,1590929,3,27,1,153,1.502,NA,NA,NA
"703",703,"BAPFD",58,1596752,3,1,1,158,1.151,NA,NA,NA
"704",704,"BAPFD",59,1602223,3,27,1,153,0.95,NA,NA,NA
"705",705,"BAPFD",6,1312885,1,28,-1,0,2.087,1,0.144,0
"706",706,"BAPFD",60,1608145,3,14,1,146,1.369,NA,NA,NA
"707",707,"BAPFD",61,1613994,3,28,-1,0,1.263,NA,NA,NA
"708",708,"BAPFD",62,1619901,3,34,-1,0,1.021,NA,NA,NA
"709",709,"BAPFD",63,1625659,3,40,-1,0,1.232,NA,NA,NA
"710",710,"BAPFD",64,1631436,3,1,1,158,1.258,NA,NA,NA
"711",711,"BAPFD",65,1637469,3,4,-1,0,1.409,NA,NA,NA
"712",712,"BAPFD",66,1643079,3,4,-1,0,1.082,NA,NA,NA
"713",713,"BAPFD",67,1649350,3,41,1,147,1.675,NA,NA,NA
"714",714,"BAPFD",68,1654897,3,14,1,146,1.021,NA,NA,NA
"715",715,"BAPFD",69,1660707,3,34,-1,0,1.189,NA,NA,NA
"716",716,"BAPFD",7,1318614,1,6,1,144,2.417,1,0.034,1
"717",717,"BAPFD",70,1666732,3,44,-1,0,1.433,NA,NA,NA
"718",718,"BAPFD",71,1672505,3,41,1,147,1.25,NA,NA,NA
"719",719,"BAPFD",8,1323504,1,44,-1,0,1.826,1,0.019,0
"720",720,"BAPFD",9,1328193,1,40,-1,0,1.36,NA,NA,NA
"721",721,"c2yi6",0,1331305,1,10,1,160,2.183,1,1.368,1
"722",722,"c2yi6",1,1335462,1,0,-1,0,1.114,-1,1.573,1
"723",723,"c2yi6",10,1370614,1,41,-1,0,0.834,-1,0.517,1
"724",724,"c2yi6",11,1374140,1,45,-1,0,0.492,-1,0.579,1
"725",725,"c2yi6",12,1377453,1,39,1,142,0.286,1,0.659,1
"726",726,"c2yi6",13,1380736,1,10,1,160,0.253,1,0.704,1
"727",727,"c2yi6",14,1384222,1,40,1,142,0.445,1,0.527,1
"728",728,"c2yi6",15,1387512,1,0,-1,0,0.264,-1,0.624,1
"729",729,"c2yi6",16,1390860,1,37,1,148,0.308,1,0.623,1
"730",730,"c2yi6",17,1394226,1,21,-1,0,0.336,-1,0.547,1
"731",731,"c2yi6",18,1397618,1,14,-1,0,0.358,-1,0.555,1
"732",732,"c2yi6",19,1401034,1,40,1,142,0.381,1,0.573,1
"733",733,"c2yi6",2,1339488,1,45,-1,0,0.993,-1,0.84,1
"734",734,"c2yi6",20,1404573,1,42,-1,0,0.503,-1,0.472,1
"735",735,"c2yi6",21,1408002,1,34,1,150,0.385,1,0.511,1
"736",736,"c2yi6",22,1411661,1,1,1,153,0.613,1,0.56,1
"737",737,"c2yi6",23,1415123,1,34,1,150,0.429,1,0.574,1
"738",738,"c2yi6",24,1421799,2,34,1,150,0.811,1,0.481,1
"739",739,"c2yi6",25,1425257,2,41,-1,0,0.427,-1,0.439,1
"740",740,"c2yi6",26,1428665,2,42,-1,0,0.364,-1,0.466,1
"741",741,"c2yi6",27,1432087,2,21,-1,0,0.378,-1,0.447,1
"742",742,"c2yi6",28,1435476,2,0,-1,0,0.364,-1,0.549,1
"743",743,"c2yi6",29,1438947,2,45,-1,0,0.422,-1,0.506,1
"744",744,"c2yi6",3,1343535,1,41,-1,0,1.013,-1,0.764,1
"745",745,"c2yi6",30,1442288,2,21,-1,0,0.298,-1,0.469,1
"746",746,"c2yi6",31,1445918,2,0,-1,0,0.575,-1,0.496,1
"747",747,"c2yi6",32,1449257,2,40,1,142,0.31,1,0.663,1
"748",748,"c2yi6",33,1452856,2,10,1,160,0.561,1,0.516,1
"749",749,"c2yi6",34,1456304,2,14,-1,0,0.421,-1,0.439,1
"750",750,"c2yi6",35,1460068,2,39,1,142,0.727,1,0.403,1
"751",751,"c2yi6",36,1463548,2,40,1,142,0.45,1,0.435,1
"752",752,"c2yi6",37,1467031,2,14,-1,0,0.452,-1,0.476,1
"753",753,"c2yi6",38,1470573,2,42,-1,0,0.509,-1,0.447,1
"754",754,"c2yi6",39,1474091,2,45,-1,0,0.476,-1,0.513,1
"755",755,"c2yi6",4,1347132,1,39,1,142,0.569,NA,NA,NA
"756",756,"c2yi6",40,1477439,2,10,1,160,0.305,-1,0.46,0
"757",757,"c2yi6",41,1481024,2,34,1,150,0.548,1,0.558,1
"758",758,"c2yi6",42,1484624,2,37,1,148,0.559,1,0.541,1
"759",759,"c2yi6",43,1488065,2,1,1,153,0.411,1,0.553,1
"760",760,"c2yi6",44,1491602,2,39,1,142,0.492,1,0.56,1
"761",761,"c2yi6",45,1494951,2,37,1,148,0.312,1,0.523,1
"762",762,"c2yi6",46,1498422,2,1,1,153,0.444,1,0.59,1
"763",763,"c2yi6",47,1501844,2,41,-1,0,0.395,-1,0.576,1
"764",764,"c2yi6",48,1507095,3,37,1,148,0.636,1,0.623,1
"765",765,"c2yi6",49,1510589,3,1,1,153,0.462,1,0.545,1
"766",766,"c2yi6",5,1352546,1,21,-1,0,0.864,-1,0.617,1
"767",767,"c2yi6",50,1514052,3,41,-1,0,0.424,-1,0.5,1
"768",768,"c2yi6",51,1517515,3,42,-1,0,0.437,-1,0.672,1
"769",769,"c2yi6",52,1521137,3,42,-1,0,0.589,-1,0.544,1
"770",770,"c2yi6",53,1524596,3,40,1,142,0.415,1,0.716,1
"771",771,"c2yi6",54,1528093,3,10,1,160,0.46,1,0.456,1
"772",772,"c2yi6",55,1531552,3,21,-1,0,0.429,-1,0.539,1
"773",773,"c2yi6",56,1534935,3,21,-1,0,0.348,-1,0.609,1
"774",774,"c2yi6",57,1538290,3,10,1,160,0.322,1,0.462,1
"775",775,"c2yi6",58,1541707,3,41,-1,0,0.371,-1,0.576,1
"776",776,"c2yi6",59,1544967,3,45,-1,0,0.227,-1,0.876,1
"777",777,"c2yi6",6,1356196,1,42,-1,0,0.609,-1,0.598,1
"778",778,"c2yi6",60,1548360,3,14,-1,0,0.344,-1,0.431,1
"779",779,"c2yi6",61,1551683,3,39,1,142,0.302,1,0.514,1
"780",780,"c2yi6",62,1555305,3,34,1,150,0.584,1,0.48,1
"781",781,"c2yi6",63,1558783,3,45,-1,0,0.446,-1,0.426,1
"782",782,"c2yi6",64,1562345,3,37,1,148,0.525,1,0.584,1
"783",783,"c2yi6",65,1565899,3,39,1,142,0.513,1,0.513,1
"784",784,"c2yi6",66,1569405,3,0,-1,0,0.476,-1,0.484,1
"785",785,"c2yi6",67,1572770,3,1,1,153,0.322,1,0.568,1
"786",786,"c2yi6",68,1576315,3,40,1,142,0.499,1,0.705,1
"787",787,"c2yi6",69,1579666,3,14,-1,0,0.31,-1,0.522,1
"788",788,"c2yi6",7,1359515,1,14,-1,0,0.294,-1,0.782,1
"789",789,"c2yi6",70,1583330,3,0,-1,0,0.625,-1,0.636,1
"790",790,"c2yi6",71,1586737,3,34,1,150,0.368,1,0.532,1
"791",791,"c2yi6",8,1363174,1,1,1,153,0.629,1,0.736,1
"792",792,"c2yi6",9,1366749,1,37,1,148,0.544,1,0.558,1
"793",793,"CvY1u",0,1015108,1,11,1,149,1.143,NA,NA,NA
"794",794,"CvY1u",1,1020619,1,21,-1,0,0.992,-1,0.686,1
"795",795,"CvY1u",10,1056484,1,45,-1,0,0.759,-1,0.967,1
