,level_0,index,PID,practice,run,block,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version
31,31,35,,0,1,3,36,E,,,,1600.0,1200.0,,,,0,10,1
32,32,36,,0,1,3,37,L,,,,1200.0,2500.0,,,,0,10,1
33,33,37,,0,1,3,38,J,,,,1100.0,3000.0,,,,0,10,1
34,34,38,,0,1,3,39,D,,,,1800.0,1900.0,,,,0,10,1
35,35,39,,0,1,3,40,K,,,,3500.0,1800.0,,,,1,10,1
0,0,4,,0,1,1,5,K,,,,1300.0,1100.0,,,,0,11,1
1,1,5,,0,1,1,6,B,,,,2100.0,2600.0,,,,0,11,1
2,2,6,,0,1,1,7,J,,,,1800.0,2400.0,,,,0,11,1
3,3,7,,0,1,1,8,D,,,,2400.0,3100.0,,,,0,11,1
4,4,8,,0,1,1,9,C,,,,1200.0,1300.0,,,,0,11,1
5,5,9,,0,1,1,10,E,,,,3100.0,2200.0,,,,1,11,1
6,6,10,,0,1,1,11,I,,,,2400.0,1900.0,,,,0,11,1
7,7,11,,0,1,1,12,H,,,,1500.0,3500.0,,,,0,11,1
8,8,12,,0,1,1,13,L,,,,2800.0,1400.0,,,,0,11,1
9,9,13,,0,1,1,14,F,,,,2600.0,1400.0,,,,0,11,1
10,10,14,,0,1,1,15,G,,,,2900.0,2700.0,,,,1,11,1
11,11,15,,0,1,1,16,A,,,,1900.0,1300.0,,,,0,11,1
12,12,16,,0,1,2,17,H,,,,1100.0,1100.0,,,,0,11,1
13,13,17,,0,1,2,18,A,,,,2800.0,1500.0,,,,0,11,1
14,14,18,,0,1,2,19,I,,,,2400.0,1900.0,,,,0,11,1
15,15,19,,0,1,2,20,J,,,,1100.0,1400.0,,,,0,11,1
16,16,20,,0,1,2,21,E,,,,1900.0,1900.0,,,,0,11,1
17,17,21,,0,1,2,22,F,,,,1100.0,1100.0,,,,0,11,1
18,18,22,,0,1,2,23,K,,,,3200.0,3100.0,,,,1,11,1
19,19,23,,0,1,2,24,D,,,,1800.0,1700.0,,,,0,11,1
20,20,24,,0,1,2,25,B,,,,1200.0,3100.0,,,,0,11,1
21,21,25,,0,1,2,26,L,,,,2500.0,3000.0,,,,0,11,1
22,22,26,,0,1,2,27,C,,,,1300.0,3000.0,,,,0,11,1
23,23,27,,0,1,2,28,G,,,,1800.0,2200.0,,,,0,11,1
24,24,28,,0,1,3,29,C,,,,3000.0,1300.0,,,,1,11,1
25,25,29,,0,1,3,30,A,,,,1000.0,1200.0,,,,0,11,1
26,26,30,,0,1,3,31,G,,,,1500.0,2500.0,,,,0,11,1
27,27,31,,0,1,3,32,F,,,,1700.0,1600.0,,,,0,11,1
28,28,32,,0,1,3,33,I,,,,1100.0,1500.0,,,,0,11,1
29,29,33,,0,1,3,34,H,,,,3200.0,2800.0,,,,1,11,1
30,30,34,,0,1,3,35,B,,,,2200.0,1800.0,,,,0,11,1
31,31,35,,0,1,3,36,E,,,,1400.0,2300.0,,,,0,11,1
32,32,36,,0,1,3,37,L,,,,1800.0,1200.0,,,,0,11,1
33,33,37,,0,1,3,38,J,,,,1500.0,2100.0,,,,0,11,1
34,34,38,,0,1,3,39,D,,,,2400.0,1800.0,,,,0,11,1
35,35,39,,0,1,3,40,K,,,,3000.0,2000.0,,,,1,11,1
0,0,4,,0,1,1,5,K,,,,2000.0,1900.0,,,,0,12,1
1,1,5,,0,1,1,6,B,,,,2100.0,1300.0,,,,0,12,1
2,2,6,,0,1,1,7,J,,,,1500.0,2600.0,,,,0,12,1
3,3,7,,0,1,1,8,D,,,,2200.0,1300.0,,,,0,12,1
4,4,8,,0,1,1,9,C,,,,2500.0,3100.0,,,,0,12,1
5,5,9,,0,1,1,10,E,,,,1700.0,2900.0,,,,0,12,1
6,6,10,,0,1,1,11,I,,,,1900.0,3300.0,,,,0,12,1
7,7,11,,0,1,1,12,H,,,,2200.0,1300.0,,,,0,12,1
8,8,12,,0,1,1,13,L,,,,3300.0,1900.0,,,,1,12,1
9,9,13,,0,1,1,14,F,,,,1200.0,3100.0,,,,0,12,1
10,10,14,,0,1,1,15,G,,,,2000.0,2400.0,,,,0,12,1
11,11,15,,0,1,1,16,A,,,,2500.0,1600.0,,,,0,12,1
12,12,16,,0,1,2,17,H,,,,1800.0,1300.0,,,,0,12,1
13,13,17,,0,1,2,18,A,,,,4200.0,2100.0,,,,1,12,1
14,14,18,,0,1,2,19,I,,,,1600.0,2100.0,,,,0,12,1
15,15,19,,0,1,2,20,J,,,,2500.0,2200.0,,,,0,12,1
16,16,20,,0,1,2,21,E,,,,1900.0,2400.0,,,,0,12,1
17,17,21,,0,1,2,22,F,,,,1300.0,1600.0,,,,0,12,1
18,18,22,,0,1,2,23,K,,,,2800.0,1100.0,,,,1,12,1
19,19,23,,0,1,2,24,D,,,,1900.0,2200.0,,,,0,12,1
20,20,24,,0,1,2,25,B,,,,2100.0,1000.0,,,,0,12,1
21,21,25,,0,1,2,26,L,,,,1000.0,3200.0,,,,0,12,1
22,22,26,,0,1,2,27,C,,,,1500.0,1400.0,,,,0,12,1
23,23,27,,0,1,2,28,G,,,,1500.0,2600.0,,,,0,12,1
24,24,28,,0,1,3,29,C,,,,3300.0,2100.0,,,,1,12,1
25,25,29,,0,1,3,30,A,,,,1300.0,1800.0,,,,0,12,1
26,26,30,,0,1,3,31,G,,,,1100.0,2300.0,,,,0,12,1
27,27,31,,0,1,3,32,F,,,,1100.0,1400.0,,,,0,12,1
28,28,32,,0,1,3,33,I,,,,1900.0,1000.0,,,,0,12,1
29,29,33,,0,1,3,34,H,,,,1100.0,1700.0,,,,0,12,1
30,30,34,,0,1,3,35,B,,,,3500.0,1300.0,,,,1,12,1
31,31,35,,0,1,3,36,E,,,,1300.0,1700.0,,,,0,12,1
32,32,36,,0,1,3,37,L,,,,1100.0,2000.0,,,,0,12,1
33,33,37,,0,1,3,38,J,,,,2100.0,2100.0,,,,0,12,1
34,34,38,,0,1,3,39,D,,,,1900.0,2400.0,,,,0,12,1
35,35,39,,0,1,3,40,K,,,,3100.0,2300.0,,,,1,12,1
0,0,4,,0,1,1,5,K,,,,1400.0,2100.0,,,,0,13,1
1,1,5,,0,1,1,6,B,,,,1500.0,1100.0,,,,0,13,1
2,2,6,,0,1,1,7,J,,,,1400.0,2700.0,,,,0,13,1
3,3,7,,0,1,1,8,D,,,,1600.0,1800.0,,,,0,13,1
4,4,8,,0,1,1,9,C,,,,1200.0,1900.0,,,,0,13,1
5,5,9,,0,1,1,10,E,,,,1300.0,1200.0,,,,0,13,1
6,6,10,,0,1,1,11,I,,,,5200.0,1100.0,,,,1,13,1
7,7,11,,0,1,1,12,H,,,,1800.0,3300.0,,,,0,13,1
8,8,12,,0,1,1,13,L,,,,2800.0,2000.0,,,,0,13,1
9,9,13,,0,1,1,14,F,,,,1500.0,2100.0,,,,0,13,1
10,10,14,,0,1,1,15,G,,,,1200.0,2900.0,,,,0,13,1
11,11,15,,0,1,1,16,A,,,,2600.0,1900.0,,,,0,13,1
12,12,16,,0,1,2,17,H,,,,3300.0,1700.0,,,,1,13,1
13,13,17,,0,1,2,18,A,,,,1200.0,3000.0,,,,0,13,1
14,14,18,,0,1,2,19,I,,,,2800.0,1000.0,,,,0,13,1
15,15,19,,0,1,2,20,J,,,,1900.0,2100.0,,,,0,13,1
16,16,20,,0,1,2,21,E,,,,1200.0,1000.0,,,,0,13,1
17,17,21,,0,1,2,22,F,,,,2000.0,2300.0,,,,0,13,1
18,18,22,,0,1,2,23,K,,,,1500.0,2800.0,,,,0,13,1
19,19,23,,0,1,2,24,D,,,,1000.0,2500.0,,,,0,13,1
20,20,24,,0,1,2,25,B,,,,2500.0,3400.0,,,,0,13,1
21,21,25,,0,1,2,26,L,,,,1100.0,1600.0,,,,0,13,1
22,22,26,,0,1,2,27,C,,,,2000.0,2000.0,,,,0,13,1
23,23,27,,0,1,2,28,G,,,,2700.0,1000.0,,,,0,13,1
24,24,28,,0,1,3,29,C,,,,2300.0,1900.0,,,,0,13,1
25,25,29,,0,1,3,30,A,,,,4200.0,1300.0,,,,1,13,1
26,26,30,,0,1,3,31,G,,,,2000.0,1300.0,,,,0,13,1
27,27,31,,0,1,3,32,F,,,,1400.0,2500.0,,,,0,13,1
28,28,32,,0,1,3,33,I,,,,1600.0,1700.0,,,,0,13,1
29,29,33,,0,1,3,34,H,,,,1500.0,2400.0,,,,0,13,1
30,30,34,,0,1,3,35,B,,,,3000.0,1500.0,,,,1,13,1
31,31,35,,0,1,3,36,E,,,,1100.0,1500.0,,,,0,13,1
32,32,36,,0,1,3,37,L,,,,1100.0,2200.0,,,,0,13,1
33,33,37,,0,1,3,38,J,,,,1200.0,2800.0,,,,0,13,1
34,34,38,,0,1,3,39,D,,,,2500.0,3000.0,,,,0,13,1
35,35,39,,0,1,3,40,K,,,,3400.0,1400.0,,,,1,13,1
0,0,4,,0,1,1,5,K,,,,2900.0,2600.0,,,,1,14,1
1,1,5,,0,1,1,6,B,,,,2600.0,2100.0,,,,0,14,1
2,2,6,,0,1,1,7,J,,,,1600.0,1400.0,,,,0,14,1
3,3,7,,0,1,1,8,D,,,,1300.0,1700.0,,,,0,14,1
4,4,8,,0,1,1,9,C,,,,1800.0,1400.0,,,,0,14,1
5,5,9,,0,1,1,10,E,,,,1400.0,2300.0,,,,0,14,1
6,6,10,,0,1,1,11,I,,,,1900.0,1800.0,,,,0,14,1
7,7,11,,0,1,1,12,H,,,,2700.0,1700.0,,,,1,14,1
8,8,12,,0,1,1,13,L,,,,1700.0,1300.0,,,,0,14,1
9,9,13,,0,1,1,14,F,,,,1400.0,2300.0,,,,0,14,1
10,10,14,,0,1,1,15,G,,,,1600.0,2700.0,,,,0,14,1
11,11,15,,0,1,1,16,A,,,,1700.0,1700.0,,,,0,14,1
12,12,16,,0,1,2,17,H,,,,1600.0,2400.0,,,,0,14,1
13,13,17,,0,1,2,18,A,,,,1700.0,1400.0,,,,0,14,1
14,14,18,,0,1,2,19,I,,,,1800.0,1400.0,,,,0,14,1
15,15,19,,0,1,2,20,J,,,,2100.0,2700.0,,,,0,14,1
16,16,20,,0,1,2,21,E,,,,1400.0,1600.0,,,,0,14,1
17,17,21,,0,1,2,22,F,,,,3000.0,2300.0,,,,1,14,1
18,18,22,,0,1,2,23,K,,,,2000.0,1300.0,,,,0,14,1
19,19,23,,0,1,2,24,D,,,,1500.0,1200.0,,,,0,14,1
20,20,24,,0,1,2,25,B,,,,1100.0,2000.0,,,,0,14,1
21,21,25,,0,1,2,26,L,,,,1300.0,1800.0,,,,0,14,1
22,22,26,,0,1,2,27,C,,,,1100.0,2600.0,,,,0,14,1
23,23,27,,0,1,2,28,G,,,,1300.0,3300.0,,,,0,14,1
24,24,28,,0,1,3,29,C,,,,1800.0,1100.0,,,,0,14,1
25,25,29,,0,1,3,30,A,,,,1900.0,3500.0,,,,0,14,1
26,26,30,,0,1,3,31,G,,,,5500.0,2800.0,,,,1,14,1
27,27,31,,0,1,3,32,F,,,,1500.0,1000.0,,,,0,14,1
28,28,32,,0,1,3,33,I,,,,2500.0,1900.0,,,,0,14,1
29,29,33,,0,1,3,34,H,,,,1100.0,3300.0,,,,0,14,1
30,30,34,,0,1,3,35,B,,,,2300.0,1800.0,,,,0,14,1
31,31,35,,0,1,3,36,E,,,,5500.0,1200.0,,,,1,14,1
32,32,36,,0,1,3,37,L,,,,1400.0,2300.0,,,,0,14,1
33,33,37,,0,1,3,38,J,,,,1100.0,2200.0,,,,0,14,1
34,34,38,,0,1,3,39,D,,,,2300.0,1900.0,,,,0,14,1
35,35,39,,0,1,3,40,K,,,,2600.0,2000.0,,,,0,14,1
0,0,4,,0,1,1,5,K,,,,3600.0,3500.0,,,,1,15,1
1,1,5,,0,1,1,6,B,,,,1700.0,2500.0,,,,0,15,1
2,2,6,,0,1,1,7,J,,,,2400.0,2400.0,,,,0,15,1
3,3,7,,0,1,1,8,D,,,,1800.0,1100.0,,,,0,15,1
4,4,8,,0,1,1,9,C,,,,1900.0,1300.0,,,,0,15,1
5,5,9,,0,1,1,10,E,,,,2800.0,2200.0,,,,1,15,1
6,6,10,,0,1,1,11,I,,,,1400.0,1400.0,,,,0,15,1
7,7,11,,0,1,1,12,H,,,,2300.0,1300.0,,,,0,15,1
8,8,12,,0,1,1,13,L,,,,2200.0,1500.0,,,,0,15,1
9,9,13,,0,1,1,14,F,,,,2500.0,1200.0,,,,0,15,1
10,10,14,,0,1,1,15,G,,,,1200.0,1900.0,,,,0,15,1
11,11,15,,0,1,1,16,A,,,,1200.0,1900.0,,,,0,15,1
12,12,16,,0,1,2,17,H,,,,2200.0,1900.0,,,,0,15,1
13,13,17,,0,1,2,18,A,,,,3500.0,2800.0,,,,1,15,1
14,14,18,,0,1,2,19,I,,,,1000.0,2300.0,,,,0,15,1
15,15,19,,0,1,2,20,J,,,,1200.0,3300.0,,,,0,15,1
16,16,20,,0,1,2,21,E,,,,1900.0,1900.0,,,,0,15,1
17,17,21,,0,1,2,22,F,,,,2100.0,2700.0,,,,0,15,1
18,18,22,,0,1,2,23,K,,,,1000.0,2800.0,,,,0,15,1
19,19,23,,0,1,2,24,D,,,,2700.0,2000.0,,,,0,15,1
20,20,24,,0,1,2,25,B,,,,2200.0,1600.0,,,,0,15,1
21,21,25,,0,1,2,26,L,,,,4000.0,1400.0,,,,1,15,1
22,22,26,,0,1,2,27,C,,,,1200.0,1700.0,,,,0,15,1
23,23,27,,0,1,2,28,G,,,,1800.0,2000.0,,,,0,15,1
24,24,28,,0,1,3,29,C,,,,1500.0,2900.0,,,,0,15,1
25,25,29,,0,1,3,30,A,,,,1400.0,2000.0,,,,0,15,1
26,26,30,,0,1,3,31,G,,,,3100.0,1700.0,,,,1,15,1
27,27,31,,0,1,3,32,F,,,,1500.0,1700.0,,,,0,15,1
28,28,32,,0,1,3,33,I,,,,1200.0,1800.0,,,,0,15,1
29,29,33,,0,1,3,34,H,,,,1500.0,1200.0,,,,0,15,1
30,30,34,,0,1,3,35,B,,,,1900.0,2700.0,,,,0,15,1
31,31,35,,0,1,3,36,E,,,,5000.0,2000.0,,,,1,15,1
32,32,36,,0,1,3,37,L,,,,1300.0,2700.0,,,,0,15,1
33,33,37,,0,1,3,38,J,,,,1000.0,1300.0,,,,0,15,1
34,34,38,,0,1,3,39,D,,,,1500.0,1500.0,,,,0,15,1
35,35,39,,0,1,3,40,K,,,,1300.0,1900.0,,,,0,15,1
0,0,4,,0,1,1,5,K,,,,3200.0,1100.0,,,,1,16,1
1,1,5,,0,1,1,6,B,,,,1000.0,1500.0,,,,0,16,1
2,2,6,,0,1,1,7,J,,,,1800.0,2300.0,,,,0,16,1
3,3,7,,0,1,1,8,D,,,,2100.0,1600.0,,,,0,16,1
4,4,8,,0,1,1,9,C,,,,1200.0,2100.0,,,,0,16,1
5,5,9,,0,1,1,10,E,,,,1600.0,1600.0,,,,0,16,1
6,6,10,,0,1,1,11,I,,,,1100.0,1500.0,,,,0,16,1
7,7,11,,0,1,1,12,H,,,,2200.0,2300.0,,,,0,16,1
8,8,12,,0,1,1,13,L,,,,1500.0,2600.0,,,,0,16,1
9,9,13,,0,1,1,14,F,,,,3200.0,2600.0,,,,1,16,1
10,10,14,,0,1,1,15,G,,,,2300.0,2100.0,,,,0,16,1
11,11,15,,0,1,1,16,A,,,,1100.0,2700.0,,,,0,16,1
12,12,16,,0,1,2,17,H,,,,1100.0,1800.0,,,,0,16,1
13,13,17,,0,1,2,18,A,,,,2100.0,3100.0,,,,0,16,1
14,14,18,,0,1,2,19,I,,,,1000.0,1400.0,,,,0,16,1
15,15,19,,0,1,2,20,J,,,,2100.0,2700.0,,,,0,16,1
16,16,20,,0,1,2,21,E,,,,3500.0,2100.0,,,,1,16,1
17,17,21,,0,1,2,22,F,,,,1200.0,3300.0,,,,0,16,1
18,18,22,,0,1,2,23,K,,,,1400.0,2700.0,,,,0,16,1
19,19,23,,0,1,2,24,D,,,,1000.0,1100.0,,,,0,16,1
20,20,24,,0,1,2,25,B,,,,2400.0,1000.0,,,,0,16,1
21,21,25,,0,1,2,26,L,,,,5700.0,2200.0,,,,1,16,1
22,22,26,,0,1,2,27,C,,,,2700.0,1100.0,,,,0,16,1
23,23,27,,0,1,2,28,G,,,,1300.0,1800.0,,,,0,16,1
24,24,28,,0,1,3,29,C,,,,1300.0,2500.0,,,,0,16,1
25,25,29,,0,1,3,30,A,,,,2700.0,2100.0,,,,0,16,1
26,26,30,,0,1,3,31,G,,,,2400.0,1500.0,,,,0,16,1
27,27,31,,0,1,3,32,F,,,,2900.0,3000.0,,,,1,16,1
28,28,32,,0,1,3,33,I,,,,1700.0,1500.0,,,,0,16,1
29,29,33,,0,1,3,34,H,,,,1200.0,2700.0,,,,0,16,1
30,30,34,,0,1,3,35,B,,,,1100.0,1200.0,,,,0,16,1
31,31,35,,0,1,3,36,E,,,,1100.0,2600.0,,,,0,16,1
32,32,36,,0,1,3,37,L,,,,2500.0,1100.0,,,,0,16,1
33,33,37,,0,1,3,38,J,,,,1900.0,1300.0,,,,0,16,1
34,34,38,,0,1,3,39,D,,,,1700.0,1500.0,,,,0,16,1
35,35,39,,0,1,3,40,K,,,,3700.0,2700.0,,,,1,16,1
0,0,4,,0,1,1,5,K,,,,3100.0,2900.0,,,,1,17,1
1,1,5,,0,1,1,6,B,,,,1200.0,2000.0,,,,0,17,1
2,2,6,,0,1,1,7,J,,,,2500.0,1400.0,,,,0,17,1
3,3,7,,0,1,1,8,D,,,,2500.0,1600.0,,,,0,17,1
4,4,8,,0,1,1,9,C,,,,1100.0,1900.0,,,,0,17,1
5,5,9,,0,1,1,10,E,,,,4000.0,1400.0,,,,1,17,1
6,6,10,,0,1,1,11,I,,,,1600.0,1200.0,,,,0,17,1
7,7,11,,0,1,1,12,H,,,,2400.0,1400.0,,,,0,17,1
8,8,12,,0,1,1,13,L,,,,1000.0,2800.0,,,,0,17,1
9,9,13,,0,1,1,14,F,,,,2100.0,2000.0,,,,0,17,1
10,10,14,,0,1,1,15,G,,,,1600.0,1600.0,,,,0,17,1
11,11,15,,0,1,1,16,A,,,,1500.0,2700.0,,,,0,17,1
12,12,16,,0,1,2,17,H,,,,1100.0,1800.0,,,,0,17,1
13,13,17,,0,1,2,18,A,,,,3000.0,2700.0,,,,1,17,1
14,14,18,,0,1,2,19,I,,,,2600.0,1600.0,,,,0,17,1
15,15,19,,0,1,2,20,J,,,,2200.0,1700.0,,,,0,17,1
16,16,20,,0,1,2,21,E,,,,1200.0,1700.0,,,,0,17,1
17,17,21,,0,1,2,22,F,,,,1300.0,2100.0,,,,0,17,1
18,18,22,,0,1,2,23,K,,,,3800.0,1500.0,,,,1,17,1
19,19,23,,0,1,2,24,D,,,,1700.0,1600.0,,,,0,17,1
20,20,24,,0,1,2,25,B,,,,2000.0,1400.0,,,,0,17,1
21,21,25,,0,1,2,26,L,,,,2000.0,2700.0,,,,0,17,1
22,22,26,,0,1,2,27,C,,,,1900.0,2900.0,,,,0,17,1
23,23,27,,0,1,2,28,G,,,,2400.0,3200.0,,,,0,17,1
24,24,28,,0,1,3,29,C,,,,1200.0,1600.0,,,,0,17,1
25,25,29,,0,1,3,30,A,,,,1600.0,3500.0,,,,0,17,1
26,26,30,,0,1,3,31,G,,,,1100.0,2600.0,,,,0,17,1
27,27,31,,0,1,3,32,F,,,,3000.0,1000.0,,,,1,17,1
28,28,32,,0,1,3,33,I,,,,1100.0,1900.0,,,,0,17,1
29,29,33,,0,1,3,34,H,,,,1900.0,2900.0,,,,0,17,1
30,30,34,,0,1,3,35,B,,,,2000.0,1400.0,,,,0,17,1
31,31,35,,0,1,3,36,E,,,,1700.0,1700.0,,,,0,17,1
32,32,36,,0,1,3,37,L,,,,1300.0,1700.0,,,,0,17,1
33,33,37,,0,1,3,38,J,,,,1500.0,2800.0,,,,0,17,1
34,34,38,,0,1,3,39,D,,,,1600.0,1600.0,,,,0,17,1
35,35,39,,0,1,3,40,K,,,,4200.0,1500.0,,,,1,17,1
0,0,4,,0,1,1,5,K,,,,3500.0,1300.0,,,,1,18,1
1,1,5,,0,1,1,6,B,,,,1800.0,1500.0,,,,0,18,1
2,2,6,,0,1,1,7,J,,,,1400.0,1100.0,,,,0,18,1
3,3,7,,0,1,1,8,D,,,,1400.0,1400.0,,,,0,18,1
4,4,8,,0,1,1,9,C,,,,1300.0,1300.0,,,,0,18,1
5,5,9,,0,1,1,10,E,,,,3300.0,3400.0,,,,1,18,1
6,6,10,,0,1,1,11,I,,,,2200.0,3200.0,,,,0,18,1
7,7,11,,0,1,1,12,H,,,,1900.0,1400.0,,,,0,18,1
8,8,12,,0,1,1,13,L,,,,1100.0,2800.0,,,,0,18,1
9,9,13,,0,1,1,14,F,,,,1500.0,1800.0,,,,0,18,1
10,10,14,,0,1,1,15,G,,,,1300.0,2100.0,,,,0,18,1
11,11,15,,0,1,1,16,A,,,,3400.0,2800.0,,,,1,18,1
12,12,16,,0,1,2,17,H,,,,1400.0,3000.0,,,,0,18,1
13,13,17,,0,1,2,18,A,,,,1200.0,3200.0,,,,0,18,1
14,14,18,,0,1,2,19,I,,,,2600.0,1700.0,,,,0,18,1
15,15,19,,0,1,2,20,J,,,,1000.0,1500.0,,,,0,18,1
16,16,20,,0,1,2,21,E,,,,1800.0,1700.0,,,,0,18,1
17,17,21,,0,1,2,22,F,,,,1400.0,1600.0,,,,0,18,1
18,18,22,,0,1,2,23,K,,,,2500.0,1400.0,,,,0,18,1
19,19,23,,0,1,2,24,D,,,,2000.0,2000.0,,,,0,18,1
20,20,24,,0,1,2,25,B,,,,1600.0,3200.0,,,,0,18,1
21,21,25,,0,1,2,26,L,,,,1800.0,1600.0,,,,0,18,1
22,22,26,,0,1,2,27,C,,,,4900.0,2300.0,,,,1,18,1
23,23,27,,0,1,2,28,G,,,,1400.0,1100.0,,,,0,18,1
24,24,28,,0,1,3,29,C,,,,1300.0,1100.0,,,,0,18,1
25,25,29,,0,1,3,30,A,,,,1600.0,1300.0,,,,0,18,1
26,26,30,,0,1,3,31,G,,,,2500.0,1900.0,,,,0,18,1
27,27,31,,0,1,3,32,F,,,,1600.0,2200.0,,,,0,18,1
28,28,32,,0,1,3,33,I,,,,1700.0,2400.0,,,,0,18,1
29,29,33,,0,1,3,34,H,,,,1800.0,1800.0,,,,0,18,1
30,30,34,,0,1,3,35,B,,,,3100.0,1400.0,,,,1,18,1
31,31,35,,0,1,3,36,E,,,,2200.0,3300.0,,,,0,18,1
32,32,36,,0,1,3,37,L,,,,1100.0,2000.0,,,,0,18,1
33,33,37,,0,1,3,38,J,,,,1200.0,2400.0,,,,0,18,1
34,34,38,,0,1,3,39,D,,,,2500.0,2000.0,,,,0,18,1
35,35,39,,0,1,3,40,K,,,,3700.0,1800.0,,,,1,18,1
0,0,4,,0,1,1,5,K,,,,3200.0,1200.0,,,,1,19,1
1,1,5,,0,1,1,6,B,,,,1300.0,2800.0,,,,0,19,1
2,2,6,,0,1,1,7,J,,,,1200.0,1500.0,,,,0,19,1
3,3,7,,0,1,1,8,D,,,,1400.0,1300.0,,,,0,19,1
4,4,8,,0,1,1,9,C,,,,1400.0,1000.0,,,,0,19,1
5,5,9,,0,1,1,10,E,,,,1200.0,1700.0,,,,0,19,1
6,6,10,,0,1,1,11,I,,,,1200.0,1700.0,,,,0,19,1
7,7,11,,0,1,1,12,H,,,,1100.0,2200.0,,,,0,19,1
8,8,12,,0,1,1,13,L,,,,1200.0,1800.0,,,,0,19,1
9,9,13,,0,1,1,14,F,,,,3700.0,1600.0,,,,1,19,1
10,10,14,,0,1,1,15,G,,,,2300.0,1200.0,,,,0,19,1
11,11,15,,0,1,1,16,A,,,,1400.0,3500.0,,,,0,19,1
12,12,16,,0,1,2,17,H,,,,1900.0,1100.0,,,,0,19,1
13,13,17,,0,1,2,18,A,,,,1700.0,1700.0,,,,0,19,1
14,14,18,,0,1,2,19,I,,,,1000.0,2400.0,,,,0,19,1
15,15,19,,0,1,2,20,J,,,,5400.0,1200.0,,,,1,19,1
16,16,20,,0,1,2,21,E,,,,2500.0,2700.0,,,,0,19,1
17,17,21,,0,1,2,22,F,,,,1600.0,1400.0,,,,0,19,1
18,18,22,,0,1,2,23,K,,,,1100.0,2000.0,,,,0,19,1
19,19,23,,0,1,2,24,D,,,,1800.0,1200.0,,,,0,19,1
20,20,24,,0,1,2,25,B,,,,1500.0,2100.0,,,,0,19,1
21,21,25,,0,1,2,26,L,,,,2300.0,1100.0,,,,0,19,1
22,22,26,,0,1,2,27,C,,,,3600.0,1900.0,,,,1,19,1
23,23,27,,0,1,2,28,G,,,,1900.0,1500.0,,,,0,19,1
24,24,28,,0,1,3,29,C,,,,1700.0,2700.0,,,,0,19,1
25,25,29,,0,1,3,30,A,,,,1700.0,1900.0,,,,0,19,1
26,26,30,,0,1,3,31,G,,,,2300.0,2900.0,,,,0,19,1
27,27,31,,0,1,3,32,F,,,,1500.0,3100.0,,,,0,19,1
28,28,32,,0,1,3,33,I,,,,3800.0,2700.0,,,,1,19,1
29,29,33,,0,1,3,34,H,,,,1800.0,2300.0,,,,0,19,1
30,30,34,,0,1,3,35,B,,,,1500.0,1600.0,,,,0,19,1
31,31,35,,0,1,3,36,E,,,,2700.0,3300.0,,,,0,19,1
32,32,36,,0,1,3,37,L,,,,2100.0,1100.0,,,,0,19,1
33,33,37,,0,1,3,38,J,,,,1400.0,2600.0,,,,0,19,1
34,34,38,,0,1,3,39,D,,,,1500.0,2900.0,,,,0,19,1
35,35,39,,0,1,3,40,K,,,,3100.0,3100.0,,,,1,19,1
0,0,4,,0,1,1,5,K,,,,2900.0,1800.0,,,,1,20,1
1,1,5,,0,1,1,6,B,,,,1200.0,2000.0,,,,0,20,1
2,2,6,,0,1,1,7,J,,,,2500.0,3000.0,,,,0,20,1
3,3,7,,0,1,1,8,D,,,,2100.0,2000.0,,,,0,20,1
4,4,8,,0,1,1,9,C,,,,1500.0,1200.0,,,,0,20,1
5,5,9,,0,1,1,10,E,,,,4200.0,1700.0,,,,1,20,1
6,6,10,,0,1,1,11,I,,,,2000.0,3000.0,,,,0,20,1
7,7,11,,0,1,1,12,H,,,,1100.0,1400.0,,,,0,20,1
8,8,12,,0,1,1,13,L,,,,1400.0,2700.0,,,,0,20,1
9,9,13,,0,1,1,14,F,,,,2200.0,2600.0,,,,0,20,1
10,10,14,,0,1,1,15,G,,,,1400.0,2400.0,,,,0,20,1
11,11,15,,0,1,1,16,A,,,,1000.0,3100.0,,,,0,20,1
12,12,16,,0,1,2,17,H,,,,2300.0,2000.0,,,,0,20,1
13,13,17,,0,1,2,18,A,,,,1000.0,2500.0,,,,0,20,1
14,14,18,,0,1,2,19,I,,,,3300.0,1400.0,,,,1,20,1
15,15,19,,0,1,2,20,J,,,,2600.0,1700.0,,,,0,20,1
16,16,20,,0,1,2,21,E,,,,1400.0,1400.0,,,,0,20,1
17,17,21,,0,1,2,22,F,,,,1900.0,1500.0,,,,0,20,1
18,18,22,,0,1,2,23,K,,,,1400.0,1400.0,,,,0,20,1
19,19,23,,0,1,2,24,D,,,,3800.0,2000.0,,,,1,20,1
20,20,24,,0,1,2,25,B,,,,1700.0,1300.0,,,,0,20,1
21,21,25,,0,1,2,26,L,,,,1600.0,2300.0,,,,0,20,1
22,22,26,,0,1,2,27,C,,,,2200.0,2400.0,,,,0,20,1
23,23,27,,0,1,2,28,G,,,,1400.0,1000.0,,,,0,20,1
24,24,28,,0,1,3,29,C,,,,1400.0,1900.0,,,,0,20,1
25,25,29,,0,1,3,30,A,,,,1100.0,1100.0,,,,0,20,1
26,26,30,,0,1,3,31,G,,,,1100.0,2800.0,,,,0,20,1
27,27,31,,0,1,3,32,F,,,,2700.0,2800.0,,,,0,20,1
