"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally"
"","iti_localizer","","html-keyboard-response","95","293927","0.0-2.0-15.0-1.0","24","65907","female","null","","","","null","","13","","","293621","1","","","","","","300","5300","306","5386","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","96","294334","0.0-2.0-16.0-0.0","24","65907","female","65","","","","68","0","14","","Stimuli/Experimental_stims/localizer/faces/jake-nackos-IF9TK5Uy-KI-unsplash.jpg","293927","1","faces","","0","0","1","400","5600","407","5692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","97","294640","0.0-2.0-16.0-1.0","24","65907","female","null","","","","null","","14","","","294334","1","","","","","","300","6000","306","6099","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","98","295047","0.0-2.0-17.0-0.0","24","65907","female","40","","","","68","0","15","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","294640","1","faces","","0","0","1","400","6300","407","6405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","99","295351","0.0-2.0-17.0-1.0","24","65907","female","null","","","","null","","15","","","295047","1","","","","","","300","6700","304","6812","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","100","295756","0.0-2.0-18.0-0.0","24","65907","female","39","","","","68","0","16","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","295351","1","faces","","0","0","1","400","7000","405","7116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","101","296062","0.0-2.0-18.0-1.0","24","65907","female","null","","","","null","","16","","","295756","1","","","","","","300","7400","306","7521","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","102","296469","0.0-2.0-19.0-0.0","24","65907","female","NaN","","","","null","NaN","17","","Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg","296062","1","faces","","0","1","0","400","7700","407","7827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","103","296774","0.0-2.0-19.0-1.0","24","65907","female","null","","","","null","","17","","","296469","1","","","","","","300","8100","305","8234","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","104","297182","0.0-2.0-20.0-0.0","24","65907","female","31","","","","68","0","18","","Stimuli/Experimental_stims/localizer/faces/samuel-dixon--fQ5XNOcqFQ-unsplash.jpg","296774","1","faces","","0","0","1","400","8400","408","8539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","105","297487","0.0-2.0-20.0-1.0","24","65907","female","null","","","","null","","18","","","297182","1","","","","","","300","8800","305","8947","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","106","297893","0.0-2.0-21.0-0.0","24","65907","female","85","","","","68","0","19","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-vp9mRauo68c-unsplash.jpg","297487","1","faces","","0","0","1","400","9100","406","9252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","107","298198","0.0-2.0-21.0-1.0","24","65907","female","null","","","","null","","19","","","297893","1","","","","","","300","9500","305","9658","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","108","298604","0.0-2.0-22.0-0.0","24","65907","female","71","","","","68","0","20","","Stimuli/Experimental_stims/localizer/faces/ayo-ogunseinde-6W4F62sN_yI-unsplash.jpg","298198","1","faces","","0","0","1","400","9800","406","9963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","109","298908","0.0-2.0-22.0-1.0","24","65907","female","null","","","","null","","20","","","298604","1","","","","","","300","10200","304","10369","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","110","299313","0.0-2.0-23.0-0.0","24","65907","female","98","","","","68","0","21","","Stimuli/Experimental_stims/localizer/faces/whereslugo-zl_fPgiwduo-unsplash.jpg","298908","1","faces","","0","0","1","400","10500","405","10673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","111","299618","0.0-2.0-23.0-1.0","24","65907","female","null","","","","null","","21","","","299313","1","","","","","","300","10900","305","11078","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","112","300028","0.0-2.0-24.0-0.0","24","65907","female","98","","","","68","0","22","","Stimuli/Experimental_stims/localizer/faces/chanvre-quebec-mXu1SpzHq6w-unsplash.jpg","299618","1","faces","","0","0","1","400","11200","410","11383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","113","300336","0.0-2.0-24.0-1.0","24","65907","female","null","","","","null","","22","","","300028","1","","","","","","300","11600","308","11793","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","114","300743","0.0-2.0-25.0-0.0","24","65907","female","135","","","","68","0","23","","Stimuli/Experimental_stims/localizer/faces/ian-dooley-d1UPkiFd04A-unsplash.jpg","300336","1","faces","","0","0","1","400","11900","407","12101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","115","301048","0.0-2.0-25.0-1.0","24","65907","female","null","","","","null","","23","","","300743","1","","","","","","300","12300","305","12508","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","116","301454","0.0-2.0-26.0-0.0","24","65907","female","142","","","","68","0","24","","Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg","301048","1","faces","","1","0","0","400","12600","406","12813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","117","301758","0.0-2.0-26.0-1.0","24","65907","female","null","","","","null","","24","","","301454","1","","","","","","300","13000","304","13219","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","118","302164","0.0-2.0-27.0-0.0","24","65907","female","80","","","","75","1","25","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-BQMZ5ligqps-unsplash.jpg","301758","1","faces","","0","0","0","400","13300","406","13523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","119","316173","0.0-2.0-27.0-1.0","24","65907","female","null","","","","null","","25","","","302164","1","","","","","","14000","13700","14009","13929","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","120","316579","0.0-2.0-28.0-0.0","24","65907","female","NaN","","","","null","NaN","26","","Stimuli/Experimental_stims/localizer/body_parts/jeremy-bishop-mLd3hAaH2ns-unsplash.jpg","316173","1","body_parts","","0","1","0","400","27700","406","27938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","121","316884","0.0-2.0-28.0-1.0","24","65907","female","null","","","","null","","26","","","316579","1","","","","","","300","28100","305","28344","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","122","317289","0.0-2.0-29.0-0.0","24","65907","female","NaN","","","","null","NaN","27","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-3DZHTq_i7Qk-unsplash.jpg","316884","1","body_parts","","0","1","0","400","28400","405","28649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","123","317594","0.0-2.0-29.0-1.0","24","65907","female","null","","","","null","","27","","","317289","1","","","","","","300","28800","305","29054","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","124","318000","0.0-2.0-30.0-0.0","24","65907","female","36","","","","68","0","28","","Stimuli/Experimental_stims/localizer/body_parts/nick-page-jAGdpOGvLAA-unsplash.jpg","317594","1","body_parts","","0","0","1","400","29100","406","29359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","125","318305","0.0-2.0-30.0-1.0","24","65907","female","null","","","","null","","28","","","318000","1","","","","","","300","29500","305","29765","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","126","318711","0.0-2.0-31.0-0.0","24","65907","female","108","","","","68","0","29","","Stimuli/Experimental_stims/localizer/body_parts/priscilla-du-preez-e6fcNpur53A-unsplash.jpg","318305","1","body_parts","","1","0","0","400","29800","406","30070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","127","319017","0.0-2.0-31.0-1.0","24","65907","female","null","","","","null","","29","","","318711","1","","","","","","300","30200","306","30476","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","128","319422","0.0-2.0-32.0-0.0","24","65907","female","52","","","","75","1","30","","Stimuli/Experimental_stims/localizer/body_parts/lilartsy-1KkhQ8uL28g-unsplash.jpg","319017","1","body_parts","","0","0","0","400","30500","405","30782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","129","319729","0.0-2.0-32.0-1.0","24","65907","female","null","","","","null","","30","","","319422","1","","","","","","300","30900","307","31187","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","130","320138","0.0-2.0-33.0-0.0","24","65907","female","44","","","","68","0","31","","Stimuli/Experimental_stims/localizer/body_parts/sippakorn-yamkasikorn-32_sJlJa5gA-unsplash.jpg","319729","1","body_parts","","0","0","1","400","31200","409","31494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","131","320443","0.0-2.0-33.0-1.0","24","65907","female","null","","","","null","","31","","","320138","1","","","","","","300","31600","305","31903","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
