"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","scramble_prompt","","html-keyboard-response","87","55141","0.0-3.0-18.0-1.0-0.0","11","36963","11","null","","","","null","","8","","","55136","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-800","6400","5","7329","-800","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","88","55257","0.0-3.0-18.0-3.0-0.0","11","36963","11","null","","","","null","","8","","","55141","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","5600","116","7334","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","89","55363","0.0-3.0-18.0-4.0","11","36963","11","null","","","","null","","8","","","55257","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","5700","106","7450","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","90","55592","0.0-3.0-20.0-0.0","11","36963","11","225","","","","75","","9","","","55363","0","47","23","objects","faces","50","50","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","0","J","0","0","","original","2400","1","1","23","47","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","225","5800","229","7556","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","91","56374","0.0-3.0-20.0-2.0-0.0","11","36963","11","null","","","","null","","9","","","55592","","","","","","","","","","","","","","","","","1","","","","","","","","","","775","6025","782","7785","775","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","92","56486","0.0-3.0-20.0-4.0","11","36963","11","null","","","","null","","9","","","56374","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","6800","112","8567","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","93","57197","0.0-3.0-22.0-0.0","11","36963","11","143","","","","75","","10","","","56486","","","","","","","","","","0","L","0","700","left","scramble","3000","1","1","30","21","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","NaN","NaN","700","6900","711","8679","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","94","57285","0.0-3.0-22.0-1.0-0.0","11","36963","11","84","","","","75","","10","","","57197","0","21","30","faces","body_parts","","","Stimuli/Experimental_stims/scramble/faces/scrambled_leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","0","","","","","","","1","","","","","","","","","","84","7600","88","9390","300","0","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","95","57513","0.0-3.0-22.0-2.0-0.0","11","36963","11","null","","","","null","","10","","","57285","","","","","","","","","","","","","","","","","1","","","","","","","","","","216","7684","228","9478","216","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","96","57623","0.0-3.0-22.0-4.0","11","36963","11","null","","","","null","","10","","","57513","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","7900","110","9706","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","97","57744","0.0-3.0-24.0-0.0","11","36963","11","117","","","","75","","11","","","57623","0","34","5","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","0","C","0","0","","original","1100","1","1","5","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","117","8000","121","9816","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","98","58636","0.0-3.0-24.0-2.0-0.0","11","36963","11","null","","","","null","","11","","","57744","","","","","","","","","","","","","","","","","1","","","","","","","","","","883","8117","892","9937","883","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","99","58751","0.0-3.0-24.0-4.0","11","36963","11","null","","","","null","","11","","","58636","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","9000","115","10829","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","100","58925","0.0-3.0-26.0-0.0","11","36963","11","171","","","","75","","12","","","58751","0","35","16","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","0","F","0","0","","original","2300","1","1","16","35","faces","body_parts","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","171","9100","174","10944","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","101","59764","0.0-3.0-26.0-2.0-0.0","11","36963","11","null","","","","null","","12","","","58925","","","","","","","","","","","","","","","","","1","","","","","","","","","","829","9271","839","11118","829","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","102","59877","0.0-3.0-26.0-4.0","11","36963","11","null","","","","null","","12","","","59764","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","10100","113","11957","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","103","61489","0.0-3.0-28.0-0.0","11","36963","11","188","","","","75","","13","","","59877","","","","","","","","","","0","I","0","1600","left","scramble","1400","1","1","25","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","NaN","NaN","1600","10200","1612","12070","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","104","61494","0.0-3.0-28.0-1.0-0.0","11","36963","11","null","","","","null","","13","","","61489","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-600","11800","5","13682","-600","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","105","61601","0.0-3.0-28.0-3.0-0.0","11","36963","11","null","","","","null","","13","","","61494","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","11200","107","13687","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","106","61709","0.0-3.0-28.0-4.0","11","36963","11","null","","","","null","","13","","","61601","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","11300","108","13794","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","107","61962","0.0-3.0-30.0-0.0","11","36963","11","249","","","","75","","14","","","61709","0","8","19","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","0","H","0","0","","original","2600","1","1","19","8","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","50","50","249","11400","253","13902","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","108","62716","0.0-3.0-30.0-2.0-0.0","11","36963","11","null","","","","null","","14","","","61962","","","","","","","","","","","","","","","","","1","","","","","","","","","","751","11649","754","14155","751","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","109","62822","0.0-3.0-30.0-4.0","11","36963","11","null","","","","null","","14","","","62716","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","12400","106","14909","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","110","64336","0.0-3.0-32.0-0.0","11","36963","11","185","","","","75","","15","","","62822","","","","","","","","","","0","C","0","1500","right","scramble","4300","1","1","5","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","1500","12500","1514","15015","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","111","64341","0.0-3.0-32.0-1.0-0.0","11","36963","11","null","","","","null","","15","","","64336","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-500","14000","5","16529","-500","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","112","64453","0.0-3.0-32.0-3.0-0.0","11","36963","11","null","","","","null","","15","","","64341","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","13500","112","16534","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","113","64569","0.0-3.0-32.0-4.0","11","36963","11","null","","","","null","","15","","","64453","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","13600","116","16646","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","114","64694","0.0-3.0-34.0-0.0","11","36963","11","123","","","","75","","16","","","64569","0","40","26","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","0","K","0","0","","original","1900","1","1","26","40","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","123","13700","125","16762","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","115","65585","0.0-3.0-34.0-2.0-0.0","11","36963","11","null","","","","null","","16","","","64694","","","","","","","","","","","","","","","","","1","","","","","","","","","","877","13823","891","16887","877","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","116","65695","0.0-3.0-34.0-4.0","11","36963","11","null","","","","null","","16","","","65585","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","14700","110","17778","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","117","66999","0.0-3.0-36.0-0.0","11","36963","11","253","","","","75","","17","","","65695","","","","","","","","","","0","J","0","1300","right","scramble","1100","1","1","23","47","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","NaN","NaN","1300","14800","1304","17888","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","118","67003","0.0-3.0-36.0-1.0-0.0","11","36963","11","null","","","","null","","17","","","66999","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","16100","4","19192","-300","0","1","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","119","67111","0.0-3.0-36.0-3.0-0.0","11","36963","11","null","","","","null","","17","","","67003","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","15800","108","19196","","","","1","","","","","","","","","","",""
"","iti","","html-keyboard-response","120","67222","0.0-3.0-36.0-4.0","11","36963","11","null","","","","null","","17","","","67111","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","15900","111","19304","100","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","121","67257","0.0-3.0-38.0-0.0","11","36963","11","33","","","","75","","18","","","67222","0","4","42","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","0","G","0","0","","original","1500","1","1","42","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","33","16000","35","19415","","","","","","","","","","","","","","",""
