"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","82","188320","0.0-2.0-8.0-0.0","32","45313","Female","NaN","","","","null","NaN","6","","Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg","187913","1","body_parts","","0","1","0","400","0","407","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","83","188625","0.0-2.0-8.0-1.0","32","45313","Female","null","","","","null","","6","","","188320","1","","","","","","300","400","305","407","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","84","189031","0.0-2.0-9.0-0.0","32","45313","Female","184","","","","68","0","7","","Stimuli/Experimental_stims/localizer/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","188625","1","body_parts","","0","0","1","400","700","406","712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","85","189336","0.0-2.0-9.0-1.0","32","45313","Female","null","","","","null","","7","","","189031","1","","","","","","300","1100","305","1118","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","86","189742","0.0-2.0-10.0-0.0","32","45313","Female","NaN","","","","null","NaN","8","","Stimuli/Experimental_stims/localizer/body_parts/marcel-fagin-OUYg0Q3ec-Y-unsplash.jpg","189336","1","body_parts","","1","1","0","400","1400","406","1423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","87","190048","0.0-2.0-10.0-1.0","32","45313","Female","null","","","","null","","8","","","189742","1","","","","","","300","1800","306","1829","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","88","190468","0.0-2.0-11.0-0.0","32","45313","Female","NaN","","","","null","NaN","9","","Stimuli/Experimental_stims/localizer/body_parts/anelya-okapova-V69kmOyZ3SU-unsplash.jpg","190048","1","body_parts","","0","1","0","400","2100","420","2135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","89","190774","0.0-2.0-11.0-1.0","32","45313","Female","null","","","","null","","9","","","190468","1","","","","","","300","2500","306","2555","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","90","191179","0.0-2.0-12.0-0.0","32","45313","Female","NaN","","","","null","NaN","10","","Stimuli/Experimental_stims/localizer/body_parts/jan-romero-DL4DDQb8yjc-unsplash.jpg","190774","1","body_parts","","0","1","0","400","2800","405","2861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","91","191484","0.0-2.0-12.0-1.0","32","45313","Female","null","","","","null","","10","","","191179","1","","","","","","300","3200","305","3266","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","92","191891","0.0-2.0-13.0-0.0","32","45313","Female","401","","","","68","0","11","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg","191484","1","body_parts","","0","0","1","400","3500","407","3571","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","93","192195","0.0-2.0-13.0-1.0","32","45313","Female","null","","","","null","","11","","","191891","1","","","","","","300","3900","304","3978","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","94","192601","0.0-2.0-14.0-0.0","32","45313","Female","NaN","","","","null","NaN","12","","Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg","192195","1","body_parts","","0","1","0","400","4200","406","4282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","95","192906","0.0-2.0-14.0-1.0","32","45313","Female","null","","","","null","","12","","","192601","1","","","","","","300","4600","305","4688","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","96","193312","0.0-2.0-15.0-0.0","32","45313","Female","NaN","","","","null","NaN","13","","Stimuli/Experimental_stims/localizer/body_parts/i-am_nah--S4OsO0c6Ts-unsplash.jpg","192906","1","body_parts","","0","1","0","400","4900","406","4993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","97","193618","0.0-2.0-15.0-1.0","32","45313","Female","null","","","","null","","13","","","193312","1","","","","","","300","5300","306","5399","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","98","194024","0.0-2.0-16.0-0.0","32","45313","Female","NaN","","","","null","NaN","14","","Stimuli/Experimental_stims/localizer/body_parts/femme-spirit-RGYBDUHYbyM-unsplash.jpg","193618","1","body_parts","","0","1","0","400","5600","406","5705","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","99","194331","0.0-2.0-16.0-1.0","32","45313","Female","null","","","","null","","14","","","194024","1","","","","","","300","6000","307","6111","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","100","194737","0.0-2.0-17.0-0.0","32","45313","Female","NaN","","","","null","NaN","15","","Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg","194331","1","body_parts","","0","1","0","400","6300","406","6418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","101","195043","0.0-2.0-17.0-1.0","32","45313","Female","null","","","","null","","15","","","194737","1","","","","","","300","6700","306","6824","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","102","195450","0.0-2.0-18.0-0.0","32","45313","Female","NaN","","","","null","NaN","16","","Stimuli/Experimental_stims/localizer/body_parts/bady-abbas-N-VEeMnm7gE-unsplash.jpg","195043","1","body_parts","","0","1","0","400","7000","407","7130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","103","195755","0.0-2.0-18.0-1.0","32","45313","Female","null","","","","null","","16","","","195450","1","","","","","","300","7400","305","7537","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","104","196160","0.0-2.0-19.0-0.0","32","45313","Female","13","","","","68","0","17","","Stimuli/Experimental_stims/localizer/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","195755","1","body_parts","","0","0","1","400","7700","405","7842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","105","196466","0.0-2.0-19.0-1.0","32","45313","Female","null","","","","null","","17","","","196160","1","","","","","","300","8100","306","8247","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","106","196871","0.0-2.0-20.0-0.0","32","45313","Female","259","","","","68","0","18","","Stimuli/Experimental_stims/localizer/body_parts/hu-chen-tCbTGNwrFNM-unsplash.jpg","196466","1","body_parts","","0","0","1","400","8400","405","8553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","107","197177","0.0-2.0-20.0-1.0","32","45313","Female","null","","","","null","","18","","","196871","1","","","","","","300","8800","306","8958","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","108","197582","0.0-2.0-21.0-0.0","32","45313","Female","NaN","","","","null","NaN","19","","Stimuli/Experimental_stims/localizer/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg","197177","1","body_parts","","0","1","0","400","9100","405","9264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","109","197887","0.0-2.0-21.0-1.0","32","45313","Female","null","","","","null","","19","","","197582","1","","","","","","300","9500","305","9669","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","110","198294","0.0-2.0-22.0-0.0","32","45313","Female","NaN","","","","null","NaN","20","","Stimuli/Experimental_stims/localizer/body_parts/toan-nguyen-VIeLuUFzesg-unsplash.jpg","197887","1","body_parts","","1","1","0","400","9800","407","9974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","111","198599","0.0-2.0-22.0-1.0","32","45313","Female","null","","","","null","","20","","","198294","1","","","","","","300","10200","305","10381","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","112","199005","0.0-2.0-23.0-0.0","32","45313","Female","NaN","","","","null","NaN","21","","Stimuli/Experimental_stims/localizer/body_parts/sippakorn-yamkasikorn-32_sJlJa5gA-unsplash.jpg","198599","1","body_parts","","0","1","0","400","10500","406","10686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
