"","PID","time_elapsed","index","block","rt","chosen_trial","gain_left","left_chosen","higher_outcome_chosen","chosen_obj","unchosen_obj","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind"
"811","1ae5n",1345418,133,2,NA,1,1,NA,NA,NA,NA,40,17,45,56,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",30,32
"814","1ae5n",1348484,134,2,0.535,0,1,0,0,22,26,26,22,59,57,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",35,26
"817","1ae5n",1350699,135,2,0.692,1,1,1,1,40,46,40,46,45,55,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",30,33
"820","1ae5n",1353093,136,2,0.86,0,1,0,0,23,33,33,23,56,46,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",30,33
"823","1ae5n",1355238,137,2,0.619,0,0,0,1,48,15,15,48,56,57,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",32,31
"826","1ae5n",1357654,138,2,0.882,0,0,1,0,23,45,23,45,46,56,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",33,27
"829","1ae5n",1359716,139,2,0.526,1,1,1,1,39,41,39,41,44,57,"philip-martin-5aGUyCW_PJw-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",27,28
"832","1ae5n",1361912,140,2,0.66,0,0,0,1,48,16,16,48,54,57,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",24,31
"835","1ae5n",1363922,141,2,0.483,1,0,0,1,2,41,41,2,57,47,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",28,29
"838","1ae5n",1365987,142,2,0.538,0,0,0,1,49,23,23,49,46,46,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",33,29
"841","1ae5n",1368306,143,2,0.786,0,0,0,1,48,22,22,48,57,57,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",26,31
"845","1ae5n",1371962,144,3,0.509,1,0,0,1,39,24,24,39,58,44,"joel-mott-LaK153ghdig-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",26,27
"848","1ae5n",1374409,145,3,0.912,0,1,1,1,33,15,33,15,56,56,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",30,32
"851","1ae5n",1376387,146,3,0.453,0,1,1,1,33,13,33,13,56,60,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",30,34
"854","1ae5n",1378427,147,3,0.519,1,0,0,1,40,17,17,40,56,45,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",32,30
"857","1ae5n",1380816,148,3,0.856,0,1,1,1,48,22,48,22,57,57,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",31,26
"860","1ae5n",1383869,149,3,1.518,0,0,0,1,48,13,13,48,60,57,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",34,31
"863","1ae5n",1386659,150,3,1.269,0,1,0,0,16,3,3,16,53,54,"art-hauntington-jzY0KRJopEI-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",25,24
"866","1ae5n",1388743,151,3,0.552,1,0,0,1,40,36,36,40,61,45,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",24,30
"869","1ae5n",1391117,152,3,0.837,1,1,1,1,40,24,40,24,45,58,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",30,26
"872","1ae5n",1393351,153,3,0.704,1,1,1,1,39,46,39,46,44,55,"philip-martin-5aGUyCW_PJw-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",27,33
"875","1ae5n",1395960,154,3,1.072,1,1,1,1,2,41,2,41,47,57,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",29,28
"878","1ae5n",1398246,155,3,0.756,1,1,1,1,37,24,37,24,60,58,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",35,26
"881","1ae5n",1400952,156,3,1.183,0,0,0,1,26,27,27,26,47,59,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",28,35
"884","1ae5n",1404730,157,3,2.246,1,0,0,1,40,41,41,40,57,45,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",28,30
"887","1ae5n",1406981,158,3,0.723,1,0,0,1,39,41,41,39,57,44,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",28,27
"890","1ae5n",1409061,159,3,0.543,1,0,0,1,37,36,36,37,61,60,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",24,35
"893","1ae5n",1411724,160,3,1.136,0,1,1,1,45,15,45,15,56,56,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",27,32
"896","1ae5n",1414000,161,3,0.748,0,1,1,1,33,22,33,22,56,57,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",30,26
"899","1ae5n",1416939,162,3,1.404,1,1,1,1,37,46,37,46,60,55,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",35,33
"902","1ae5n",1419344,163,3,0.875,0,0,0,1,49,16,16,49,54,46,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",24,29
"905","1ae5n",1421782,164,3,0.9,1,1,1,1,7,1,7,1,55,60,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",31,34
"908","1ae5n",1424042,165,3,0.722,1,1,1,1,37,1,37,1,60,60,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",35,34
"911","1ae5n",1426719,166,3,1.149,1,0,0,1,39,1,1,39,60,44,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",34,27
"914","1ae5n",1429550,167,3,1.284,1,1,1,1,8,24,8,24,61,58,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",25,26
"917","1ae5n",1433589,168,3,NA,0,0,NA,NA,NA,NA,13,26,60,59,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",34,35
"920","1ae5n",1437287,169,3,1.167,0,0,0,1,3,27,27,3,47,53,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",28,25
"923","1ae5n",1439553,170,3,0.732,1,0,0,1,39,36,36,39,61,44,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",24,27
"926","1ae5n",1441940,171,3,0.857,1,1,1,1,40,46,40,46,45,55,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",30,33
"929","1ae5n",1444194,172,3,0.725,1,1,1,1,2,46,2,46,47,55,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",29,33
"932","1ae5n",1446400,173,3,0.672,0,1,1,1,26,15,26,15,59,56,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",35,32
"935","1ae5n",1448719,174,3,0.79,0,0,0,1,49,13,13,49,60,46,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",34,29
"938","1ae5n",1451084,175,3,0.834,0,1,1,1,3,15,3,15,53,56,"art-hauntington-jzY0KRJopEI-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",25,32
"941","1ae5n",1453290,176,3,0.672,0,0,0,1,48,27,27,48,47,57,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",28,31
"944","1ae5n",1455669,177,3,0.849,0,1,0,0,22,3,3,22,53,57,"art-hauntington-jzY0KRJopEI-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",25,26
"947","1ae5n",1457805,178,3,0.6,0,0,1,0,22,45,22,45,57,56,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",26,27
"950","1ae5n",1459972,179,3,0.628,1,0,0,1,8,17,17,8,56,61,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",32,25
"953","1ae5n",1462031,180,3,0.532,1,1,1,1,2,17,2,17,47,56,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",29,32
"956","1ae5n",1464856,181,3,1.298,1,1,1,1,7,24,7,24,55,58,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",31,26
"959","1ae5n",1466987,182,3,0.596,0,0,0,1,48,15,15,48,56,57,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",32,31
"962","1ae5n",1469083,183,3,0.569,0,1,1,1,26,16,26,16,59,54,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",35,24
"965","1ae5n",1471935,184,3,1.315,0,1,1,1,49,22,49,22,46,57,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","jessica-radanavong-mrYkTuAesKE-unsplash.jpg",29,26
"968","1ae5n",1474942,185,3,1.48,0,0,0,1,48,23,23,48,46,57,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",33,31
"971","1ae5n",1477059,186,3,0.585,1,0,0,1,8,41,41,8,57,61,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",28,25
"974","1ae5n",1479154,187,3,0.561,0,1,1,1,49,15,49,15,46,56,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",29,32
"977","1ae5n",1481223,188,3,0.551,1,1,1,1,8,46,8,46,61,55,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",25,33
"980","1ae5n",1483843,189,3,1.084,1,0,0,1,2,36,36,2,61,47,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",24,29
"983","1ae5n",1486064,190,3,0.694,0,1,1,1,33,23,33,23,56,46,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",30,33
"986","1ae5n",1488151,191,3,0.555,0,0,0,1,33,27,27,33,47,56,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",28,30
"989","1ae5n",1490617,192,3,0.925,0,0,0,1,48,16,16,48,54,57,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",24,31
"992","1ae5n",1492827,193,3,0.681,0,0,1,0,23,3,23,3,46,53,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",33,25
"995","1ae5n",1494934,194,3,0.579,1,1,1,1,7,17,7,17,55,56,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",31,32
"998","1ae5n",1497051,195,3,0.593,0,0,1,0,13,3,13,3,60,53,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",34,25
"1001","1ae5n",1499308,196,3,0.732,1,0,0,1,2,24,24,2,58,47,"joel-mott-LaK153ghdig-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",26,29
"1004","1ae5n",1501387,197,3,0.552,1,1,1,1,40,1,40,1,45,60,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",30,34
"1007","1ae5n",1503414,198,3,0.507,0,1,1,1,33,16,33,16,56,54,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",30,24
"1010","1ae5n",1505599,199,3,0.666,0,0,1,0,23,45,23,45,46,56,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",33,27
"1013","1ae5n",1507673,200,3,0.54,1,0,0,1,8,1,1,8,60,61,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",34,25
"1016","1ae5n",1509713,201,3,0.506,1,1,1,1,39,17,39,17,44,56,"philip-martin-5aGUyCW_PJw-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",27,32
"1019","1ae5n",1511900,202,3,0.665,1,0,0,1,7,41,41,7,57,55,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",28,31
"1022","1ae5n",1513921,203,3,0.49,0,1,1,1,49,23,49,23,46,46,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",29,33
"1025","1ae5n",1516034,204,3,0.597,0,1,0,0,27,45,45,27,56,47,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",27,28
"1028","1ae5n",1518407,205,3,0.853,1,0,0,1,8,36,36,8,61,61,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",24,25
"1031","1ae5n",1520361,206,3,0.426,1,0,0,1,7,36,36,7,61,55,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",24,31
"1034","1ae5n",1522669,207,3,0.783,1,0,0,1,2,1,1,2,60,47,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",34,29
"1037","1ae5n",1525343,208,3,1.15,0,0,0,1,26,22,22,26,57,59,"jessica-radanavong-mrYkTuAesKE-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",26,35
"1040","1ae5n",1527786,209,3,0.913,0,0,1,0,13,45,13,45,60,56,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",34,27
"1043","1ae5n",1529842,210,3,0.529,0,0,0,1,49,27,27,49,47,46,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",28,29
"1046","1ae5n",1532036,211,3,0.672,1,0,0,1,37,41,41,37,57,60,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","pavel-anoshin-d0peGya6R5Y-unsplash.jpg",28,35
"1049","1ae5n",1534298,212,3,0.742,1,1,1,1,7,46,7,46,55,55,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","stefan-stefancik-QXevDflbl8A-unsplash.jpg",31,33
"1052","1ae5n",1536399,213,3,0.571,1,1,1,1,37,17,37,17,60,56,"pavel-anoshin-d0peGya6R5Y-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",35,32
"1055","1ae5n",1538578,214,3,0.654,0,1,1,1,26,23,26,23,59,46,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",35,33
"1058","1ae5n",1542636,215,3,NA,0,1,NA,NA,NA,NA,45,16,56,54,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",27,24
"1740","1K9vK",1189419,0,1,1.34,0,0,1,0,34,30,34,30,37,32,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",32,24
"1743","1K9vK",1192814,1,1,1.861,0,0,1,0,41,35,41,35,71,69,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",35,34
"1746","1K9vK",1195841,2,1,1.505,0,0,0,1,49,27,27,49,74,64,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",27,28
"1749","1K9vK",1199076,3,1,1.708,0,0,1,0,34,35,34,35,37,69,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",32,34
"1752","1K9vK",1202406,4,1,1.814,0,0,0,1,49,3,3,49,36,64,"art-hauntington-jzY0KRJopEI-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",31,28
"1755","1K9vK",1205431,5,1,1.502,1,1,1,1,11,39,11,39,77,36,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",25,33
"1758","1K9vK",1208506,6,1,1.556,0,1,1,1,13,27,13,27,67,74,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",26,27
"1761","1K9vK",1211017,7,1,0.996,1,1,1,1,40,39,40,39,62,36,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",26,33
"1764","1K9vK",1213960,8,1,1.416,0,0,1,0,27,30,27,30,74,32,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",27,24
"1767","1K9vK",1217310,9,1,1.8,0,1,1,1,45,27,45,27,67,74,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",25,27
"1770","1K9vK",1220218,10,1,1.366,1,0,0,1,14,2,2,14,77,64,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",31,24
"1773","1K9vK",1222704,11,1,0.957,1,1,1,1,11,2,11,2,77,77,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",25,31
"1776","1K9vK",1225978,12,1,1.745,1,1,1,1,36,24,36,24,40,79,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",30,35
"1779","1K9vK",1228722,13,1,1.21,1,1,1,1,36,39,36,39,40,36,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",30,33
"1782","1K9vK",1231444,14,1,1.172,1,0,0,1,8,16,16,8,41,43,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",27,28
"1785","1K9vK",1234763,15,1,1.799,0,0,1,0,27,21,27,21,74,32,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",27,30
"1788","1K9vK",1237138,16,1,0.83,1,0,0,1,14,42,42,14,38,64,"prince-akachi-l3IHXOdMyHQ-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",32,24
"1791","1K9vK",1240794,17,1,2.122,0,1,1,1,35,47,35,47,69,34,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",34,33
"1794","1K9vK",1244184,18,1,1.858,0,0,0,1,21,34,34,21,37,32,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",32,30
"1797","1K9vK",1247421,19,1,1.711,1,0,0,1,11,24,24,11,79,77,"joel-mott-LaK153ghdig-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",35,25
"1800","1K9vK",1250242,20,1,1.292,1,1,1,1,40,42,40,42,62,38,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","prince-akachi-l3IHXOdMyHQ-unsplash.jpg",26,32
"1803","1K9vK",1253245,21,1,1.481,0,1,1,1,45,4,45,4,67,41,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",25,29
"1806","1K9vK",1256846,22,1,2.061,0,0,0,1,45,41,41,45,71,67,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",35,25
"1809","1K9vK",1259387,23,1,1.012,0,1,1,1,21,4,21,4,32,41,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",30,29
"1812","1K9vK",1262051,24,1,1.14,1,0,0,1,26,16,16,26,41,38,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",27,34
"1815","1K9vK",1266048,25,1,2.462,0,1,1,1,21,47,21,47,32,34,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",30,33
"1818","1K9vK",1268434,26,1,0.84,1,1,1,1,14,25,14,25,64,72,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",24,29
"1821","1K9vK",1271708,27,1,1.73,0,0,0,1,49,41,41,49,71,64,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",35,28
"1824","1K9vK",1274333,28,1,1.103,0,0,0,1,49,4,4,49,41,64,"barna-bartis-2x3vfVxwR7o-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",29,28
"1827","1K9vK",1277189,29,1,1.335,0,0,1,0,41,30,41,30,71,32,"prince-akachi-i2hoD-C2RUA-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",35,24
"1830","1K9vK",1279885,30,1,1.169,0,1,1,1,21,41,21,41,32,71,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","prince-akachi-i2hoD-C2RUA-unsplash.jpg",30,35
"1833","1K9vK",1282378,31,1,0.954,1,1,1,1,8,24,8,24,43,79,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",28,35
"1836","1K9vK",1285227,32,1,1.325,0,1,1,1,35,4,35,4,69,41,"oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",34,29
"1839","1K9vK",1287976,33,1,1.223,0,1,1,1,45,47,45,47,67,34,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",25,33
"1842","1K9vK",1291206,34,1,1.707,1,1,1,1,36,2,36,2,40,77,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",30,31
"1845","1K9vK",1294234,35,1,1.494,1,0,0,1,26,39,39,26,36,38,"philip-martin-5aGUyCW_PJw-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",33,34
"1848","1K9vK",1297099,36,1,1.324,1,0,0,1,40,16,16,40,41,62,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",27,26
"1851","1K9vK",1300095,37,1,1.456,0,0,0,1,21,3,3,21,36,32,"art-hauntington-jzY0KRJopEI-unsplash.jpg","jessica-felicio-_cvwXhGqG-o-unsplash.jpg",31,30
"1854","1K9vK",1302509,38,1,0.875,1,0,0,1,14,16,16,14,41,64,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",27,24
"1857","1K9vK",1305722,39,1,1.69,1,0,0,1,14,24,24,14,79,64,"joel-mott-LaK153ghdig-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",35,24
"1860","1K9vK",1308875,40,1,1.624,0,1,1,1,13,4,13,4,67,41,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","barna-bartis-2x3vfVxwR7o-unsplash.jpg",26,29
"1863","1K9vK",1311482,41,1,1.073,1,0,0,1,40,24,24,40,79,62,"joel-mott-LaK153ghdig-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",35,26
"1866","1K9vK",1313886,42,1,0.885,1,0,0,1,8,25,25,8,72,43,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",29,28
"1869","1K9vK",1317067,43,1,1.668,0,0,0,1,13,3,3,13,36,67,"art-hauntington-jzY0KRJopEI-unsplash.jpg","erik-lucatero-d2MSDujJl2g-unsplash.jpg",31,26
"1872","1K9vK",1320640,44,1,2.039,0,1,0,0,3,30,30,3,32,36,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",24,31
"1875","1K9vK",1323887,45,1,1.722,0,1,0,0,47,30,30,47,32,34,"matheus-ferrero-pg_WCHWSdT8-unsplash.jpg","tyler-nix-ZGa9d1a_4tA-unsplash.jpg",24,33
"1878","1K9vK",1327582,46,1,2.157,0,0,1,0,34,49,34,49,37,64,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",32,28
"1881","1K9vK",1330247,47,1,1.122,0,1,1,1,13,34,13,34,67,37,"erik-lucatero-d2MSDujJl2g-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",26,32
"1884","1K9vK",1333094,48,1,1.318,0,0,0,1,35,3,3,35,36,69,"art-hauntington-jzY0KRJopEI-unsplash.jpg","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg",31,34
"1887","1K9vK",1335848,49,1,1.229,1,0,0,1,40,2,2,40,77,62,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",31,26
